"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"05/26/2024 00:05:00","CAPITL",61757,27.12,0.74,0.00
"05/26/2024 00:05:00","CENTRL",61754,26.53,0.08,-0.07
"05/26/2024 00:05:00","DUNWOD",61760,27.83,1.45,0.00
"05/26/2024 00:05:00","GENESE",61753,26.09,-0.18,0.11
"05/26/2024 00:05:00","H Q",61844,26.28,-0.11,0.00
"05/26/2024 00:05:00","HUD VL",61758,27.54,1.16,0.00
"05/26/2024 00:05:00","LONGIL",61762,28.68,2.29,0.00
"05/26/2024 00:05:00","MHK VL",61756,27.28,0.90,0.00
"05/26/2024 00:05:00","MILLWD",61759,27.65,1.27,0.00
"05/26/2024 00:05:00","N.Y.C.",61761,27.97,1.58,0.00
"05/26/2024 00:05:00","NORTH",61755,26.73,0.34,0.00
"05/26/2024 00:05:00","NPX",61845,26.94,0.55,0.00
"05/26/2024 00:05:00","O H",61846,25.61,-0.50,0.28
"05/26/2024 00:05:00","PJM",61847,26.56,0.48,0.30
"05/26/2024 00:05:00","WEST",61752,26.15,0.03,0.26
"05/26/2024 00:10:00","CAPITL",61757,27.15,0.74,0.00
"05/26/2024 00:10:00","CENTRL",61754,26.41,0.00,0.00
"05/26/2024 00:10:00","DUNWOD",61760,27.81,1.40,0.00
"05/26/2024 00:10:00","GENESE",61753,26.20,-0.21,0.00
"05/26/2024 00:10:00","H Q",61844,26.33,-0.08,0.00
"05/26/2024 00:10:00","HUD VL",61758,27.55,1.13,0.00
"05/26/2024 00:10:00","LONGIL",61762,28.60,2.19,0.00
"05/26/2024 00:10:00","MHK VL",61756,27.26,0.84,0.00
"05/26/2024 00:10:00","MILLWD",61759,27.65,1.24,0.00
"05/26/2024 00:10:00","N.Y.C.",61761,27.94,1.53,0.00
"05/26/2024 00:10:00","NORTH",61755,26.78,0.37,0.00
"05/26/2024 00:10:00","NPX",61845,26.97,0.56,0.00
"05/26/2024 00:10:00","O H",61846,25.86,-0.56,0.00
"05/26/2024 00:10:00","PJM",61847,26.81,0.40,0.00
"05/26/2024 00:10:00","WEST",61752,26.31,-0.11,0.00
"05/26/2024 00:15:00","CAPITL",61757,24.37,0.64,0.00
"05/26/2024 00:15:00","CENTRL",61754,23.78,0.05,0.00
"05/26/2024 00:15:00","DUNWOD",61760,24.96,1.23,0.00
"05/26/2024 00:15:00","GENESE",61753,23.52,-0.21,0.00
"05/26/2024 00:15:00","H Q",61844,23.66,-0.07,0.00
"05/26/2024 00:15:00","HUD VL",61758,24.73,1.00,0.00
"05/26/2024 00:15:00","LONGIL",61762,25.58,1.85,0.00
"05/26/2024 00:15:00","MHK VL",61756,24.49,0.76,0.00
"05/26/2024 00:15:00","MILLWD",61759,24.82,1.09,0.00
"05/26/2024 00:15:00","N.Y.C.",61761,25.06,1.33,0.00
"05/26/2024 00:15:00","NORTH",61755,24.06,0.33,0.00
"05/26/2024 00:15:00","NPX",61845,24.20,0.47,0.00
"05/26/2024 00:15:00","O H",61846,23.21,-0.52,0.00
"05/26/2024 00:15:00","PJM",61847,24.11,0.38,0.00
"05/26/2024 00:15:00","WEST",61752,23.66,-0.07,0.00
"05/26/2024 00:20:00","CAPITL",61757,22.02,0.58,0.00
"05/26/2024 00:20:00","CENTRL",61754,21.51,0.06,0.00
"05/26/2024 00:20:00","DUNWOD",61760,22.53,1.09,0.00
"05/26/2024 00:20:00","GENESE",61753,21.27,-0.17,0.00
"05/26/2024 00:20:00","H Q",61844,21.38,-0.06,0.00
"05/26/2024 00:20:00","HUD VL",61758,22.32,0.88,0.00
"05/26/2024 00:20:00","LONGIL",61762,23.09,1.65,0.00
"05/26/2024 00:20:00","MHK VL",61756,22.15,0.71,0.00
