"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"03/04/2025 00:05:00","CAPITL",61757,44.59,1.96,-6.92
"03/04/2025 00:05:00","CENTRL",61754,35.80,-0.93,-1.01
"03/04/2025 00:05:00","DUNWOD",61760,42.56,1.28,-5.56
"03/04/2025 00:05:00","GENESE",61753,34.18,-2.36,-0.82
"03/04/2025 00:05:00","H Q",61844,36.11,0.39,0.00
"03/04/2025 00:05:00","HUD VL",61758,42.28,1.14,-5.43
"03/04/2025 00:05:00","LONGIL",61762,43.24,1.96,-5.56
"03/04/2025 00:05:00","MHK VL",61756,38.64,1.68,-1.25
"03/04/2025 00:05:00","MILLWD",61759,42.48,1.21,-5.55
"03/04/2025 00:05:00","N.Y.C.",61761,45.48,1.39,-8.38
"03/04/2025 00:05:00","NORTH",61755,37.00,1.28,0.00
"03/04/2025 00:05:00","NPX",61845,43.03,1.07,-6.25
"03/04/2025 00:05:00","O H",61846,32.85,-3.82,-0.96
"03/04/2025 00:05:00","PJM",61847,38.08,-1.07,-3.43
"03/04/2025 00:05:00","WEST",61752,33.72,-3.00,-1.01
"03/04/2025 00:10:00","CAPITL",61757,38.17,2.02,0.00
"03/04/2025 00:10:00","CENTRL",61754,35.28,-0.87,0.00
"03/04/2025 00:10:00","DUNWOD",61760,37.41,1.26,0.00
"03/04/2025 00:10:00","GENESE",61753,33.87,-2.28,0.00
"03/04/2025 00:10:00","H Q",61844,36.55,0.40,0.00
"03/04/2025 00:10:00","HUD VL",61758,37.31,1.16,0.00
"03/04/2025 00:10:00","LONGIL",61762,38.10,1.95,0.00
"03/04/2025 00:10:00","MHK VL",61756,37.81,1.66,0.00
"03/04/2025 00:10:00","MILLWD",61759,37.34,1.19,0.00
"03/04/2025 00:10:00","N.Y.C.",61761,41.20,1.41,-3.64
"03/04/2025 00:10:00","NORTH",61755,37.45,1.30,0.00
"03/04/2025 00:10:00","NPX",61845,37.20,1.05,0.00
"03/04/2025 00:10:00","O H",61846,32.43,-3.72,0.00
"03/04/2025 00:10:00","PJM",61847,35.18,-0.97,0.00
"03/04/2025 00:10:00","WEST",61752,33.37,-2.78,0.00
"03/04/2025 00:15:00","CAPITL",61757,47.25,1.92,-10.96
"03/04/2025 00:15:00","CENTRL",61754,35.01,-0.96,-1.61
"03/04/2025 00:15:00","DUNWOD",61760,44.24,1.07,-8.81
"03/04/2025 00:15:00","GENESE",61753,33.47,-2.20,-1.30
"03/04/2025 00:15:00","H Q",61844,34.81,0.45,0.00
"03/04/2025 00:15:00","HUD VL",61758,43.92,0.96,-8.60
"03/04/2025 00:15:00","LONGIL",61762,44.90,1.72,-8.81
"03/04/2025 00:15:00","MHK VL",61756,37.89,1.51,-2.01
"03/04/2025 00:15:00","MILLWD",61759,44.16,1.00,-8.80
"03/04/2025 00:15:00","N.Y.C.",61761,46.91,1.13,-11.41
"03/04/2025 00:15:00","NORTH",61755,35.74,1.38,0.00
"03/04/2025 00:15:00","NPX",61845,45.27,1.00,-9.90
"03/04/2025 00:15:00","O H",61846,32.27,-3.61,-1.51
"03/04/2025 00:15:00","PJM",61847,38.67,-1.13,-5.44
"03/04/2025 00:15:00","WEST",61752,33.15,-2.82,-1.60
"03/04/2025 00:20:00","CAPITL",61757,44.34,2.43,-0.06
"03/04/2025 00:20:00","CENTRL",61754,40.78,-1.09,-0.01
"03/04/2025 00:20:00","DUNWOD",61760,43.16,1.25,-0.05
"03/04/2025 00:20:00","GENESE",61753,39.40,-2.47,-0.01
"03/04/2025 00:20:00","H Q",61844,42.40,0.54,0.00
"03/04/2025 00:20:00","HUD VL",61758,43.04,1.13,-0.04
"03/04/2025 00:20:00","LONGIL",61762,43.96,2.05,-0.05
"03/04/2025 00:20:00","MHK VL",61756,43.71,1.84,-0.01
"03/04/2025 00:20:00","MILLWD",61759,43.08,1.17,-0.04
"03/04/2025 00:20:00","N.Y.C.",61761,46.00,1.34,-2.80
"03/04/2025 00:20:00","NORTH",61755,43.49,1.63,0.00
"03/04/2025 00:20:00","NPX",61845,54.74,1.30,-11.58
"03/04/2025 00:20:00","O H",61846,37.89,-3.98,-0.01
"03/04/2025 00:20:00","PJM",61847,40.63,-1.25,-0.03
"03/04/2025 00:20:00","WEST",61752,38.85,-3.01,-0.01
"03/04/2025 00:25:00","CAPITL",61757,44.51,2.18,-4.15
"03/04/2025 00:25:00","CENTRL",61754,37.76,-1.03,-0.61
"03/04/2025 00:25:00","DUNWOD",61760,42.63,1.11,-3.34
"03/04/2025 00:25:00","GENESE",61753,36.31,-2.37,-0.49
"03/04/2025 00:25:00","H Q",61844,38.72,0.53,0.00
"03/04/2025 00:25:00","HUD VL",61758,42.47,1.03,-3.26
"03/04/2025 00:25:00","LONGIL",61762,43.35,1.83,-3.34
"03/04/2025 00:25:00","MHK VL",61756,40.58,1.64,-0.76
"03/04/2025 00:25:00","MILLWD",61759,42.58,1.07,-3.33
"03/04/2025 00:25:00","N.Y.C.",61761,45.57,1.22,-6.17
"03/04/2025 00:25:00","NORTH",61755,39.82,1.64,0.00
"03/04/2025 00:25:00","NPX",61845,54.60,1.14,-15.28
"03/04/2025 00:25:00","O H",61846,34.94,-3.82,-0.57
"03/04/2025 00:25:00","PJM",61847,39.06,-1.18,-2.06
"03/04/2025 00:25:00","WEST",61752,35.88,-2.90,-0.61
"03/04/2025 00:30:00","CAPITL",61757,50.65,2.16,-11.18
"03/04/2025 00:30:00","CENTRL",61754,37.86,-1.08,-1.64
"03/04/2025 00:30:00","DUNWOD",61760,47.37,1.08,-8.99
"03/04/2025 00:30:00","GENESE",61753,36.31,-2.31,-1.33
"03/04/2025 00:30:00","H Q",61844,37.82,0.52,0.00
"03/04/2025 00:30:00","HUD VL",61758,47.04,0.97,-8.77
"03/04/2025 00:30:00","LONGIL",61762,48.04,1.75,-8.99
"03/04/2025 00:30:00","MHK VL",61756,40.95,1.60,-2.05
"03/04/2025 00:30:00","MILLWD",61759,47.28,1.01,-8.97
"03/04/2025 00:30:00","N.Y.C.",61761,49.55,1.16,-11.09
"03/04/2025 00:30:00","NORTH",61755,38.90,1.60,0.00
"03/04/2025 00:30:00","NPX",61845,60.04,1.12,-21.63
"03/04/2025 00:30:00","O H",61846,35.11,-3.73,-1.54
"03/04/2025 00:30:00","PJM",61847,41.62,-1.23,-5.55
"03/04/2025 00:30:00","WEST",61752,36.06,-2.87,-1.63
"03/04/2025 00:35:00","CAPITL",61757,50.79,2.16,-11.34
"03/04/2025 00:35:00","CENTRL",61754,37.95,-1.01,-1.66
