Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
09/29/2024 00:00,CAPITL,61757,24.92,1.12,0.00
09/29/2024 00:00,CENTRL,61754,24.02,0.21,0.00
09/29/2024 00:00,DUNWOD,61760,25.35,1.55,0.00
09/29/2024 00:00,GENESE,61753,23.83,0.02,0.00
09/29/2024 00:00,H Q,61844,23.54,-0.26,0.00
09/29/2024 00:00,HUD VL,61758,25.06,1.26,0.00
09/29/2024 00:00,LONGIL,61762,25.44,1.64,0.00
09/29/2024 00:00,MHK VL,61756,24.61,0.81,0.00
09/29/2024 00:00,MILLWD,61759,25.28,1.48,0.00
09/29/2024 00:00,N.Y.C.,61761,25.64,1.83,0.00
09/29/2024 00:00,NORTH,61755,23.61,-0.19,0.00
09/29/2024 00:00,NPX,61845,24.95,1.14,0.00
09/29/2024 00:00,O H,61846,23.80,0.00,0.00
09/29/2024 00:00,PJM,61847,24.57,0.76,0.00
09/29/2024 00:00,WEST,61752,24.42,0.62,0.00
09/29/2024 01:00,CAPITL,61757,23.18,1.00,0.00
09/29/2024 01:00,CENTRL,61754,22.36,0.18,0.00
09/29/2024 01:00,DUNWOD,61760,23.44,1.26,0.00
09/29/2024 01:00,GENESE,61753,22.20,0.02,0.00
09/29/2024 01:00,H Q,61844,21.96,-0.22,0.00
09/29/2024 01:00,HUD VL,61758,23.22,1.04,0.00
09/29/2024 01:00,LONGIL,61762,23.40,1.22,0.00
09/29/2024 01:00,MHK VL,61756,22.89,0.71,0.00
09/29/2024 01:00,MILLWD,61759,23.38,1.20,0.00
09/29/2024 01:00,N.Y.C.,61761,23.60,1.42,0.00
09/29/2024 01:00,NORTH,61755,22.14,-0.04,0.00
09/29/2024 01:00,NPX,61845,23.18,1.00,0.00
09/29/2024 01:00,O H,61846,22.20,0.02,0.00
09/29/2024 01:00,PJM,61847,22.80,0.62,0.00
09/29/2024 01:00,WEST,61752,22.71,0.53,0.00
09/29/2024 02:00,CAPITL,61757,21.19,0.91,0.00
