Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
04/27/2024 00:00,CAPITL,61757,20.83,0.59,0.00
04/27/2024 00:00,CENTRL,61754,20.24,0.00,0.00
04/27/2024 00:00,DUNWOD,61760,21.63,1.40,0.00
04/27/2024 00:00,GENESE,61753,19.57,-0.67,0.00
04/27/2024 00:00,H Q,61844,20.08,-0.16,0.00
04/27/2024 00:00,HUD VL,61758,21.47,1.23,0.00
04/27/2024 00:00,LONGIL,61762,23.75,1.88,-1.63
04/27/2024 00:00,MHK VL,61756,20.80,0.57,0.00
04/27/2024 00:00,MILLWD,61759,21.57,1.34,0.00
04/27/2024 00:00,N.Y.C.,61761,21.86,1.62,0.00
04/27/2024 00:00,NORTH,61755,19.94,-0.30,0.00
04/27/2024 00:00,NPX,61845,21.13,0.89,0.00
04/27/2024 00:00,O H,61846,19.19,-1.05,0.00
04/27/2024 00:00,PJM,61847,20.54,0.30,0.00
04/27/2024 00:00,WEST,61752,19.41,-0.83,0.00
04/27/2024 01:00,CAPITL,61757,19.48,0.60,0.00
04/27/2024 01:00,CENTRL,61754,18.83,-0.04,0.00
04/27/2024 01:00,DUNWOD,61760,20.08,1.21,0.00
04/27/2024 01:00,GENESE,61753,18.25,-0.62,0.00
04/27/2024 01:00,H Q,61844,18.72,-0.15,0.00
04/27/2024 01:00,HUD VL,61758,19.98,1.11,0.00
04/27/2024 01:00,LONGIL,61762,21.86,1.70,-1.29
04/27/2024 01:00,MHK VL,61756,19.40,0.53,0.00
04/27/2024 01:00,MILLWD,61759,20.04,1.17,0.00
04/27/2024 01:00,N.Y.C.,61761,20.23,1.36,0.00
04/27/2024 01:00,NORTH,61755,18.63,-0.25,0.00
04/27/2024 01:00,NPX,61845,19.74,0.87,0.00
04/27/2024 01:00,O H,61846,17.87,-1.00,0.00
04/27/2024 01:00,PJM,61847,19.12,0.24,0.00
04/27/2024 01:00,WEST,61752,18.06,-0.81,0.00
04/27/2024 02:00,CAPITL,61757,18.83,0.58,0.00
04/27/2024 02:00,CENTRL,61754,18.21,-0.04,0.00
04/27/2024 02:00,DUNWOD,61760,19.43,1.19,0.00
04/27/2024 02:00,GENESE,61753,17.66,-0.58,0.00
04/27/2024 02:00,H Q,61844,18.10,-0.15,0.00
04/27/2024 02:00,HUD VL,61758,19.32,1.08,0.00
04/27/2024 02:00,LONGIL,61762,20.11,1.66,-0.21
04/27/2024 02:00,MHK VL,61756,18.72,0.47,0.00
04/27/2024 02:00,MILLWD,61759,19.39,1.15,0.00
04/27/2024 02:00,N.Y.C.,61761,19.56,1.31,0.00
04/27/2024 02:00,NORTH,61755,18.00,-0.24,0.00
04/27/2024 02:00,NPX,61845,19.12,0.88,0.00
04/27/2024 02:00,O H,61846,17.29,-0.95,0.00
04/27/2024 02:00,PJM,61847,18.50,0.26,0.00
04/27/2024 02:00,WEST,61752,17.49,-0.75,0.00
04/27/2024 03:00,CAPITL,61757,18.47,0.56,0.00
04/27/2024 03:00,CENTRL,61754,17.86,-0.05,0.00
04/27/2024 03:00,DUNWOD,61760,19.08,1.16,0.00
04/27/2024 03:00,GENESE,61753,17.29,-0.63,0.00
04/27/2024 03:00,H Q,61844,17.77,-0.14,0.00
04/27/2024 03:00,HUD VL,61758,18.97,1.06,0.00
04/27/2024 03:00,LONGIL,61762,20.40,1.63,-0.85
04/27/2024 03:00,MHK VL,61756,18.42,0.50,0.00
04/27/2024 03:00,MILLWD,61759,19.05,1.13,0.00
04/27/2024 03:00,N.Y.C.,61761,19.19,1.27,0.00
04/27/2024 03:00,NORTH,61755,17.72,-0.20,0.00
04/27/2024 03:00,NPX,61845,18.78,0.86,0.00
04/27/2024 03:00,O H,61846,16.93,-0.99,0.00
04/27/2024 03:00,PJM,61847,18.13,0.22,0.00
04/27/2024 03:00,WEST,61752,17.11,-0.81,0.00
04/27/2024 04:00,CAPITL,61757,18.74,0.58,0.00
04/27/2024 04:00,CENTRL,61754,18.11,-0.05,0.00
04/27/2024 04:00,DUNWOD,61760,19.31,1.15,0.00
04/27/2024 04:00,GENESE,61753,17.51,-0.65,0.00
04/27/2024 04:00,H Q,61844,18.04,-0.13,0.00
04/27/2024 04:00,HUD VL,61758,19.22,1.05,0.00
04/27/2024 04:00,LONGIL,61762,20.91,1.64,-1.11
04/27/2024 04:00,MHK VL,61756,18.65,0.49,0.00
04/27/2024 04:00,MILLWD,61759,19.29,1.13,0.00
04/27/2024 04:00,N.Y.C.,61761,19.43,1.27,0.00
04/27/2024 04:00,NORTH,61755,18.00,-0.16,0.00
04/27/2024 04:00,NPX,61845,19.02,0.85,0.00
04/27/2024 04:00,O H,61846,17.13,-1.03,0.00
04/27/2024 04:00,PJM,61847,18.36,0.20,0.00
04/27/2024 04:00,WEST,61752,17.31,-0.85,0.00
04/27/2024 05:00,CAPITL,61757,20.53,0.62,0.00
04/27/2024 05:00,CENTRL,61754,19.89,-0.02,0.00
04/27/2024 05:00,DUNWOD,61760,21.17,1.26,0.00
04/27/2024 05:00,GENESE,61753,19.20,-0.72,0.00
04/27/2024 05:00,H Q,61844,19.78,-0.14,0.00
04/27/2024 05:00,HUD VL,61758,21.07,1.15,0.00
04/27/2024 05:00,LONGIL,61762,25.68,1.81,-3.95
04/27/2024 05:00,MHK VL,61756,20.51,0.60,0.00
04/27/2024 05:00,MILLWD,61759,21.13,1.21,0.00
04/27/2024 05:00,N.Y.C.,61761,21.23,1.31,0.00
04/27/2024 05:00,NORTH,61755,19.74,-0.18,0.00
04/27/2024 05:00,NPX,61845,21.82,0.92,-0.99
04/27/2024 05:00,O H,61846,18.78,-1.13,0.00
04/27/2024 05:00,PJM,61847,20.13,0.22,0.00
04/27/2024 05:00,WEST,61752,19.00,-0.92,0.00
04/27/2024 06:00,CAPITL,61757,20.33,0.61,0.00
04/27/2024 06:00,CENTRL,61754,19.60,-0.12,0.00
04/27/2024 06:00,DUNWOD,61760,21.04,1.32,0.00
04/27/2024 06:00,GENESE,61753,18.79,-0.93,0.00
04/27/2024 06:00,H Q,61844,19.58,-0.14,0.00
04/27/2024 06:00,HUD VL,61758,20.90,1.18,0.00
04/27/2024 06:00,LONGIL,61762,29.41,1.85,-7.84
04/27/2024 06:00,MHK VL,61756,20.33,0.61,0.00
04/27/2024 06:00,MILLWD,61759,20.98,1.26,0.00
04/27/2024 06:00,N.Y.C.,61761,21.10,1.38,0.00
04/27/2024 06:00,NORTH,61755,19.54,-0.18,0.00
04/27/2024 06:00,NPX,61845,25.34,0.97,-4.66
04/27/2024 06:00,O H,61846,18.26,-1.46,0.00
04/27/2024 06:00,PJM,61847,19.86,0.14,0.00
04/27/2024 06:00,WEST,61752,18.44,-1.28,0.00
04/27/2024 07:00,CAPITL,61757,21.91,0.51,0.00
04/27/2024 07:00,CENTRL,61754,21.35,-0.04,0.00
04/27/2024 07:00,DUNWOD,61760,22.81,1.41,0.00
04/27/2024 07:00,GENESE,61753,20.63,-0.77,0.00
04/27/2024 07:00,H Q,61844,21.27,-0.13,0.00
04/27/2024 07:00,HUD VL,61758,22.55,1.15,0.00
04/27/2024 07:00,LONGIL,61762,26.13,2.01,-2.72
04/27/2024 07:00,MHK VL,61756,22.10,0.70,0.00
04/27/2024 07:00,MILLWD,61759,22.72,1.33,0.00
04/27/2024 07:00,N.Y.C.,61761,22.89,1.50,0.00
04/27/2024 07:00,NORTH,61755,21.31,-0.09,0.00
