Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
05/24/2024 00:00,CAPITL,61757,29.16,1.28,0.00
05/24/2024 00:00,CENTRL,61754,28.32,0.44,0.00
05/24/2024 00:00,DUNWOD,61760,30.55,2.68,0.00
05/24/2024 00:00,GENESE,61753,27.76,-0.11,0.00
05/24/2024 00:00,H Q,61844,27.34,-0.53,0.00
05/24/2024 00:00,HUD VL,61758,30.08,2.20,0.00
05/24/2024 00:00,LONGIL,61762,31.81,3.43,-0.51
05/24/2024 00:00,MHK VL,61756,29.10,1.23,0.00
05/24/2024 00:00,MILLWD,61759,30.33,2.45,0.00
05/24/2024 00:00,N.Y.C.,61761,30.75,2.87,0.00
05/24/2024 00:00,NORTH,61755,26.96,-0.92,0.00
05/24/2024 00:00,NPX,61845,29.46,1.59,0.00
05/24/2024 00:00,O H,61846,27.51,-0.36,0.00
05/24/2024 00:00,PJM,61847,28.91,1.03,0.00
05/24/2024 00:00,WEST,61752,28.18,0.31,0.00
05/24/2024 01:00,CAPITL,61757,25.34,1.18,0.00
05/24/2024 01:00,CENTRL,61754,24.50,0.34,0.00
05/24/2024 01:00,DUNWOD,61760,26.31,2.15,0.00
05/24/2024 01:00,GENESE,61753,23.99,-0.17,0.00
05/24/2024 01:00,H Q,61844,23.72,-0.43,0.00
05/24/2024 01:00,HUD VL,61758,25.92,1.76,0.00
05/24/2024 01:00,LONGIL,61762,27.39,2.75,-0.48
05/24/2024 01:00,MHK VL,61756,25.20,1.04,0.00
05/24/2024 01:00,MILLWD,61759,26.14,1.98,0.00
05/24/2024 01:00,N.Y.C.,61761,26.46,2.30,0.00
05/24/2024 01:00,NORTH,61755,23.48,-0.68,0.00
05/24/2024 01:00,NPX,61845,25.51,1.35,0.00
05/24/2024 01:00,O H,61846,23.82,-0.34,0.00
05/24/2024 01:00,PJM,61847,24.93,0.77,0.00
05/24/2024 01:00,WEST,61752,24.30,0.15,0.00
05/24/2024 02:00,CAPITL,61757,24.29,1.11,0.00
05/24/2024 02:00,CENTRL,61754,23.46,0.28,0.00
05/24/2024 02:00,DUNWOD,61760,25.33,2.16,0.00
05/24/2024 02:00,GENESE,61753,22.99,-0.19,0.00
05/24/2024 02:00,H Q,61844,22.76,-0.42,0.00
05/24/2024 02:00,HUD VL,61758,24.92,1.74,0.00
05/24/2024 02:00,LONGIL,61762,25.96,2.78,-0.01
05/24/2024 02:00,MHK VL,61756,24.13,0.95,0.00
05/24/2024 02:00,MILLWD,61759,25.15,1.97,0.00
05/24/2024 02:00,N.Y.C.,61761,25.50,2.32,0.00
05/24/2024 02:00,NORTH,61755,22.53,-0.65,0.00
05/24/2024 02:00,NPX,61845,24.52,1.34,0.00
05/24/2024 02:00,O H,61846,22.83,-0.35,0.00
05/24/2024 02:00,PJM,61847,23.92,0.74,0.00
05/24/2024 02:00,WEST,61752,23.32,0.14,0.00
05/24/2024 03:00,CAPITL,61757,23.22,1.08,0.00
05/24/2024 03:00,CENTRL,61754,22.40,0.27,0.00
05/24/2024 03:00,DUNWOD,61760,24.19,2.06,0.00
05/24/2024 03:00,GENESE,61753,21.98,-0.15,0.00
05/24/2024 03:00,H Q,61844,21.74,-0.40,0.00
05/24/2024 03:00,HUD VL,61758,23.79,1.66,0.00
05/24/2024 03:00,LONGIL,61762,24.77,2.63,-0.01
05/24/2024 03:00,MHK VL,61756,23.02,0.89,0.00
05/24/2024 03:00,MILLWD,61759,24.01,1.88,0.00
05/24/2024 03:00,N.Y.C.,61761,24.33,2.19,0.00
05/24/2024 03:00,NORTH,61755,21.47,-0.66,0.00
05/24/2024 03:00,NPX,61845,23.46,1.33,0.00
05/24/2024 03:00,O H,61846,21.82,-0.31,0.00
05/24/2024 03:00,PJM,61847,22.84,0.71,0.00
05/24/2024 03:00,WEST,61752,22.27,0.13,0.00
05/24/2024 04:00,CAPITL,61757,23.43,1.05,0.00
05/24/2024 04:00,CENTRL,61754,22.73,0.36,0.00
05/24/2024 04:00,DUNWOD,61760,24.35,1.97,0.00
05/24/2024 04:00,GENESE,61753,22.42,0.04,0.00
05/24/2024 04:00,H Q,61844,21.95,-0.43,0.00
05/24/2024 04:00,HUD VL,61758,23.97,1.59,0.00
05/24/2024 04:00,LONGIL,61762,24.96,2.57,-0.01
05/24/2024 04:00,MHK VL,61756,23.25,0.87,0.00
05/24/2024 04:00,MILLWD,61759,24.17,1.79,0.00
05/24/2024 04:00,N.Y.C.,61761,24.48,2.10,0.00
05/24/2024 04:00,NORTH,61755,21.71,-0.67,0.00
05/24/2024 04:00,NPX,61845,23.63,1.25,0.00
05/24/2024 04:00,O H,61846,22.40,0.02,0.00
05/24/2024 04:00,PJM,61847,23.18,0.80,0.00
05/24/2024 04:00,WEST,61752,22.85,0.47,0.00
05/24/2024 05:00,CAPITL,61757,25.24,1.09,0.00
05/24/2024 05:00,CENTRL,61754,24.69,0.53,0.00
05/24/2024 05:00,DUNWOD,61760,26.14,1.98,0.00
