Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
11/28/2024 00:00,CAPITL,61757,42.05,1.73,0.00
11/28/2024 00:00,CENTRL,61754,39.79,-0.53,0.00
11/28/2024 00:00,DUNWOD,61760,42.37,2.06,0.00
11/28/2024 00:00,GENESE,61753,38.06,-2.26,0.00
11/28/2024 00:00,H Q,61844,40.32,0.00,0.00
11/28/2024 00:00,HUD VL,61758,42.01,1.69,0.00
11/28/2024 00:00,LONGIL,61762,42.74,2.42,0.00
11/28/2024 00:00,MHK VL,61756,41.24,0.93,0.00
11/28/2024 00:00,MILLWD,61759,42.29,1.98,0.00
11/28/2024 00:00,N.Y.C.,61761,42.62,2.30,0.00
11/28/2024 00:00,NORTH,61755,40.84,0.52,0.00
11/28/2024 00:00,NPX,61845,41.97,1.65,0.00
11/28/2024 00:00,O H,61846,36.74,-3.51,0.07
11/28/2024 00:00,PJM,61847,35.58,-0.53,4.21
11/28/2024 00:00,WEST,61752,37.70,-2.62,0.00
11/28/2024 01:00,CAPITL,61757,38.08,1.47,0.00
11/28/2024 01:00,CENTRL,61754,36.32,-0.29,0.00
11/28/2024 01:00,DUNWOD,61760,38.22,1.61,0.00
11/28/2024 01:00,GENESE,61753,35.04,-1.57,0.00
11/28/2024 01:00,H Q,61844,36.61,0.00,0.00
11/28/2024 01:00,HUD VL,61758,37.89,1.28,0.00
11/28/2024 01:00,LONGIL,61762,38.44,1.83,0.00
11/28/2024 01:00,MHK VL,61756,37.56,0.95,0.00
11/28/2024 01:00,MILLWD,61759,38.11,1.50,0.00
11/28/2024 01:00,N.Y.C.,61761,38.45,1.83,0.00
11/28/2024 01:00,NORTH,61755,37.97,1.36,0.00
11/28/2024 01:00,NPX,61845,37.89,1.28,0.00
11/28/2024 01:00,O H,61846,34.31,-2.31,0.00
11/28/2024 01:00,PJM,61847,33.69,-0.29,2.63
11/28/2024 01:00,WEST,61752,35.08,-1.54,0.00
11/28/2024 02:00,CAPITL,61757,36.64,1.44,0.00
11/28/2024 02:00,CENTRL,61754,34.81,-0.39,0.00
11/28/2024 02:00,DUNWOD,61760,36.79,1.59,0.00
11/28/2024 02:00,GENESE,61753,33.48,-1.72,0.00
11/28/2024 02:00,H Q,61844,35.20,0.00,0.00
11/28/2024 02:00,HUD VL,61758,36.50,1.30,0.00
11/28/2024 02:00,LONGIL,61762,36.82,1.62,0.00
11/28/2024 02:00,MHK VL,61756,36.15,0.95,0.00
