Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
11/11/2023 00:00,CAPITL,61757,28.97,1.01,0.00
11/11/2023 00:00,CENTRL,61754,28.33,0.36,0.00
11/11/2023 00:00,DUNWOD,61760,29.33,1.37,0.00
11/11/2023 00:00,GENESE,61753,28.02,0.06,0.00
11/11/2023 00:00,H Q,61844,27.80,-0.17,0.00
11/11/2023 00:00,HUD VL,61758,29.22,1.26,0.00
11/11/2023 00:00,LONGIL,61762,35.39,1.90,-5.52
11/11/2023 00:00,MHK VL,61756,29.03,1.06,0.00
11/11/2023 00:00,MILLWD,61759,29.28,1.31,0.00
11/11/2023 00:00,N.Y.C.,61761,29.44,1.48,0.00
11/11/2023 00:00,NORTH,61755,28.16,0.20,0.00
11/11/2023 00:00,NPX,61845,28.86,0.89,0.00
11/11/2023 00:00,O H,61846,27.51,-0.45,0.00
11/11/2023 00:00,PJM,61847,28.52,0.56,0.00
11/11/2023 00:00,WEST,61752,28.19,0.22,0.00
11/11/2023 01:00,CAPITL,61757,27.78,0.94,0.00
11/11/2023 01:00,CENTRL,61754,27.25,0.40,0.00
11/11/2023 01:00,DUNWOD,61760,28.11,1.26,0.00
11/11/2023 01:00,GENESE,61753,27.01,0.16,0.00
11/11/2023 01:00,H Q,61844,26.71,-0.13,0.00
11/11/2023 01:00,HUD VL,61758,27.97,1.13,0.00
11/11/2023 01:00,LONGIL,61762,37.38,1.77,-8.76
11/11/2023 01:00,MHK VL,61756,27.89,1.05,0.00
11/11/2023 01:00,MILLWD,61759,28.00,1.15,0.00
11/11/2023 01:00,N.Y.C.,61761,28.19,1.34,0.00
11/11/2023 01:00,NORTH,61755,27.03,0.19,0.00
11/11/2023 01:00,NPX,61845,27.68,0.83,0.00
11/11/2023 01:00,O H,61846,26.63,-0.22,0.00
11/11/2023 01:00,PJM,61847,27.41,0.56,0.00
11/11/2023 01:00,WEST,61752,27.27,0.43,0.00
11/11/2023 02:00,CAPITL,61757,26.36,0.77,0.00
11/11/2023 02:00,CENTRL,61754,25.95,0.36,0.00
11/11/2023 02:00,DUNWOD,61760,26.64,1.05,0.00
11/11/2023 02:00,GENESE,61753,25.82,0.23,0.00
11/11/2023 02:00,H Q,61844,25.56,-0.03,0.00
11/11/2023 02:00,HUD VL,61758,26.51,0.92,0.00
11/11/2023 02:00,LONGIL,61762,35.63,1.54,-8.51
11/11/2023 02:00,MHK VL,61756,26.48,0.90,0.00
11/11/2023 02:00,MILLWD,61759,26.54,0.95,0.00
11/11/2023 02:00,N.Y.C.,61761,26.66,1.07,0.00
11/11/2023 02:00,NORTH,61755,25.90,0.31,0.00
11/11/2023 02:00,NPX,61845,26.23,0.64,0.00
11/11/2023 02:00,O H,61846,25.54,-0.05,0.00
11/11/2023 02:00,PJM,61847,26.10,0.51,0.00
11/11/2023 02:00,WEST,61752,26.10,0.51,0.00
11/11/2023 03:00,CAPITL,61757,24.81,0.75,0.00
11/11/2023 03:00,CENTRL,61754,24.25,0.19,0.00
11/11/2023 03:00,DUNWOD,61760,25.10,1.03,0.00
11/11/2023 03:00,GENESE,61753,23.94,-0.12,0.00
11/11/2023 03:00,H Q,61844,24.06,0.00,0.00
11/11/2023 03:00,HUD VL,61758,25.00,0.94,0.00
11/11/2023 03:00,LONGIL,61762,35.02,1.49,-9.46
11/11/2023 03:00,MHK VL,61756,24.86,0.79,0.00
11/11/2023 03:00,MILLWD,61759,25.03,0.96,0.00
11/11/2023 03:00,N.Y.C.,61761,25.19,1.13,0.00
11/11/2023 03:00,NORTH,61755,24.40,0.34,0.00
11/11/2023 03:00,NPX,61845,24.74,0.67,0.00
11/11/2023 03:00,O H,61846,23.63,-0.43,0.00
11/11/2023 03:00,PJM,61847,24.42,0.36,0.00
11/11/2023 03:00,WEST,61752,24.18,0.12,0.00
11/11/2023 04:00,CAPITL,61757,26.72,0.88,0.00
11/11/2023 04:00,CENTRL,61754,26.00,0.16,0.00
11/11/2023 04:00,DUNWOD,61760,27.01,1.16,0.00
11/11/2023 04:00,GENESE,61753,25.56,-0.28,0.00
11/11/2023 04:00,H Q,61844,25.85,0.00,0.00
11/11/2023 04:00,HUD VL,61758,26.85,1.01,0.00
11/11/2023 04:00,LONGIL,61762,34.72,1.63,-7.25
11/11/2023 04:00,MHK VL,61756,26.70,0.85,0.00
11/11/2023 04:00,MILLWD,61759,26.93,1.09,0.00
11/11/2023 04:00,N.Y.C.,61761,27.01,1.16,0.00
11/11/2023 04:00,NORTH,61755,26.18,0.34,0.00
11/11/2023 04:00,NPX,61845,26.65,0.80,0.00
11/11/2023 04:00,O H,61846,25.20,-0.65,0.00
11/11/2023 04:00,PJM,61847,26.16,0.31,0.00
11/11/2023 04:00,WEST,61752,25.79,-0.05,0.00
11/11/2023 05:00,CAPITL,61757,27.68,0.96,0.00
11/11/2023 05:00,CENTRL,61754,26.96,0.24,0.00
11/11/2023 05:00,DUNWOD,61760,27.95,1.23,0.00
11/11/2023 05:00,GENESE,61753,26.50,-0.21,0.00
11/11/2023 05:00,H Q,61844,26.67,-0.05,0.00
11/11/2023 05:00,HUD VL,61758,27.68,0.96,0.00
11/11/2023 05:00,LONGIL,61762,35.08,1.68,-6.67
11/11/2023 05:00,MHK VL,61756,27.65,0.93,0.00
11/11/2023 05:00,MILLWD,61759,27.82,1.10,0.00
11/11/2023 05:00,N.Y.C.,61761,27.89,1.17,0.00
11/11/2023 05:00,NORTH,61755,26.99,0.27,0.00
11/11/2023 05:00,NPX,61845,27.55,0.83,0.00
11/11/2023 05:00,O H,61846,26.16,-0.56,0.00
11/11/2023 05:00,PJM,61847,27.09,0.37,0.00
11/11/2023 05:00,WEST,61752,26.80,0.08,0.00
11/11/2023 06:00,CAPITL,61757,30.08,1.30,0.00
11/11/2023 06:00,CENTRL,61754,29.19,0.40,0.00
11/11/2023 06:00,DUNWOD,61760,30.51,1.73,0.00
11/11/2023 06:00,GENESE,61753,28.82,0.03,0.00
11/11/2023 06:00,H Q,61844,28.21,-0.20,0.38
11/11/2023 06:00,HUD VL,61758,30.20,1.41,0.00
11/11/2023 06:00,LONGIL,61762,38.85,2.22,-7.85
11/11/2023 06:00,MHK VL,61756,29.97,1.18,0.00
11/11/2023 06:00,MILLWD,61759,30.34,1.55,0.00
11/11/2023 06:00,N.Y.C.,61761,30.48,1.70,0.00
11/11/2023 06:00,NORTH,61755,28.90,0.12,0.00
11/11/2023 06:00,NPX,61845,29.56,1.15,0.38
11/11/2023 06:00,O H,61846,28.15,-0.26,0.38
11/11/2023 06:00,PJM,61847,29.19,0.78,0.38
11/11/2023 06:00,WEST,61752,29.19,0.40,0.00
11/11/2023 07:00,CAPITL,61757,29.52,1.43,0.00
11/11/2023 07:00,CENTRL,61754,28.34,0.25,0.00
11/11/2023 07:00,DUNWOD,61760,30.14,2.05,0.00
11/11/2023 07:00,GENESE,61753,27.39,-0.70,0.00
11/11/2023 07:00,H Q,61844,28.21,-0.25,-0.38
11/11/2023 07:00,HUD VL,61758,29.80,1.71,0.00
11/11/2023 07:00,LONGIL,61762,40.21,2.56,-9.57
11/11/2023 07:00,MHK VL,61756,29.24,1.15,0.00
11/11/2023 07:00,MILLWD,61759,30.00,1.91,0.00
11/11/2023 07:00,N.Y.C.,61761,30.16,2.08,0.00
11/11/2023 07:00,NORTH,61755,28.17,0.08,0.00
11/11/2023 07:00,NPX,61845,29.87,1.40,-0.38
11/11/2023 07:00,O H,61846,27.12,-1.35,-0.38
11/11/2023 07:00,PJM,61847,29.11,0.65,-0.38
11/11/2023 07:00,WEST,61752,27.47,-0.62,0.00
11/11/2023 08:00,CAPITL,61757,29.86,1.39,0.00
11/11/2023 08:00,CENTRL,61754,28.87,0.40,0.00
11/11/2023 08:00,DUNWOD,61760,30.40,1.94,0.00
11/11/2023 08:00,GENESE,61753,28.21,-0.26,0.00
11/11/2023 08:00,H Q,61844,28.21,-0.26,0.00
11/11/2023 08:00,HUD VL,61758,30.09,1.62,0.00
11/11/2023 08:00,LONGIL,61762,39.35,2.48,-8.41
11/11/2023 08:00,MHK VL,61756,29.66,1.20,0.00
11/11/2023 08:00,MILLWD,61759,30.29,1.82,0.00
11/11/2023 08:00,N.Y.C.,61761,30.46,1.99,0.00
11/11/2023 08:00,NORTH,61755,28.58,0.11,0.00
11/11/2023 08:00,NPX,61845,29.80,1.34,0.00
11/11/2023 08:00,O H,61846,27.61,-0.85,0.00
11/11/2023 08:00,PJM,61847,29.26,0.80,0.00
11/11/2023 08:00,WEST,61752,28.33,-0.14,0.00
11/11/2023 09:00,CAPITL,61757,29.72,1.39,0.00
11/11/2023 09:00,CENTRL,61754,28.76,0.43,0.00
11/11/2023 09:00,DUNWOD,61760,30.32,1.98,0.00
11/11/2023 09:00,GENESE,61753,28.25,-0.08,0.00
11/11/2023 09:00,H Q,61844,28.05,-0.28,0.00
11/11/2023 09:00,HUD VL,61758,29.98,1.64,0.00
11/11/2023 09:00,LONGIL,61762,38.85,2.52,-7.99
11/11/2023 09:00,MHK VL,61756,29.55,1.22,0.00
11/11/2023 09:00,MILLWD,61759,30.20,1.87,0.00
11/11/2023 09:00,N.Y.C.,61761,30.40,2.07,0.00
11/11/2023 09:00,NORTH,61755,28.39,0.06,0.00
11/11/2023 09:00,NPX,61845,29.69,1.36,0.00
11/11/2023 09:00,O H,61846,27.57,-0.76,0.00
11/11/2023 09:00,PJM,61847,29.18,0.85,0.00
11/11/2023 09:00,WEST,61752,28.31,-0.03,0.00
11/11/2023 10:00,CAPITL,61757,28.35,1.01,0.00
11/11/2023 10:00,CENTRL,61754,27.56,0.22,0.00
11/11/2023 10:00,DUNWOD,61760,28.87,1.53,0.00
11/11/2023 10:00,GENESE,61753,27.04,-0.30,0.00
