Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
12/18/2023 00:00,CAPITL,61757,22.63,0.60,0.00
12/18/2023 00:00,CENTRL,61754,22.35,0.31,0.00
12/18/2023 00:00,DUNWOD,61760,23.03,0.99,0.00
12/18/2023 00:00,GENESE,61753,21.97,-0.07,0.00
12/18/2023 00:00,H Q,61844,21.95,-0.09,0.00
12/18/2023 00:00,HUD VL,61758,22.88,0.84,0.00
12/18/2023 00:00,LONGIL,61762,23.52,1.48,0.00
12/18/2023 00:00,MHK VL,61756,22.77,0.73,0.00
12/18/2023 00:00,MILLWD,61759,22.99,0.95,0.00
12/18/2023 00:00,N.Y.C.,61761,23.21,1.17,0.00
12/18/2023 00:00,NORTH,61755,21.78,-0.26,0.00
12/18/2023 00:00,NPX,61845,22.52,0.48,0.00
12/18/2023 00:00,O H,61846,21.75,-0.29,0.00
12/18/2023 00:00,PJM,61847,22.48,0.44,0.00
12/18/2023 00:00,WEST,61752,22.37,0.33,0.00
12/18/2023 01:00,CAPITL,61757,20.78,0.55,0.00
12/18/2023 01:00,CENTRL,61754,20.56,0.32,0.00
12/18/2023 01:00,DUNWOD,61760,21.07,0.83,0.00
12/18/2023 01:00,GENESE,61753,20.28,0.04,0.00
12/18/2023 01:00,H Q,61844,20.17,-0.06,0.00
12/18/2023 01:00,HUD VL,61758,20.94,0.71,0.00
12/18/2023 01:00,LONGIL,61762,21.53,1.30,0.00
12/18/2023 01:00,MHK VL,61756,20.88,0.65,0.00
12/18/2023 01:00,MILLWD,61759,21.02,0.79,0.00
12/18/2023 01:00,N.Y.C.,61761,21.21,0.97,0.00
12/18/2023 01:00,NORTH,61755,20.01,-0.22,0.00
12/18/2023 01:00,NPX,61845,20.64,0.40,0.00
12/18/2023 01:00,O H,61846,20.22,-0.02,0.00
12/18/2023 01:00,PJM,61847,20.68,0.44,0.00
12/18/2023 01:00,WEST,61752,20.76,0.53,0.00
12/18/2023 02:00,CAPITL,61757,20.26,0.53,0.00
12/18/2023 02:00,CENTRL,61754,19.99,0.26,0.00
12/18/2023 02:00,DUNWOD,61760,20.54,0.81,0.00
12/18/2023 02:00,GENESE,61753,19.67,-0.06,0.00
12/18/2023 02:00,H Q,61844,19.69,-0.04,0.00
12/18/2023 02:00,HUD VL,61758,20.42,0.69,0.00
12/18/2023 02:00,LONGIL,61762,20.97,1.24,0.00
12/18/2023 02:00,MHK VL,61756,20.36,0.63,0.00
12/18/2023 02:00,MILLWD,61759,20.50,0.77,0.00
12/18/2023 02:00,N.Y.C.,61761,20.70,0.97,0.00
12/18/2023 02:00,NORTH,61755,19.59,-0.14,0.00
12/18/2023 02:00,NPX,61845,20.14,0.41,0.00
12/18/2023 02:00,O H,61846,19.55,-0.18,0.00
12/18/2023 02:00,PJM,61847,20.09,0.36,0.00
12/18/2023 02:00,WEST,61752,20.06,0.34,0.00
12/18/2023 03:00,CAPITL,61757,20.21,0.51,0.00
12/18/2023 03:00,CENTRL,61754,19.91,0.22,0.00
12/18/2023 03:00,DUNWOD,61760,20.44,0.75,0.00
12/18/2023 03:00,GENESE,61753,19.60,-0.10,0.00
12/18/2023 03:00,H Q,61844,19.70,0.00,0.00
12/18/2023 03:00,HUD VL,61758,20.35,0.65,0.00
12/18/2023 03:00,LONGIL,61762,20.86,1.16,0.00
12/18/2023 03:00,MHK VL,61756,20.31,0.61,0.00
12/18/2023 03:00,MILLWD,61759,20.43,0.73,0.00
12/18/2023 03:00,N.Y.C.,61761,20.61,0.91,0.00
12/18/2023 03:00,NORTH,61755,19.72,0.02,0.00
