Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
07/15/2024 00:00,CAPITL,61757,37.68,1.86,0.00
07/15/2024 00:00,CENTRL,61754,36.87,0.54,-0.51
07/15/2024 00:00,DUNWOD,61760,39.05,3.23,0.00
07/15/2024 00:00,GENESE,61753,36.07,0.25,0.00
07/15/2024 00:00,H Q,61844,35.47,-0.86,-0.51
07/15/2024 00:00,HUD VL,61758,38.47,2.65,0.00
07/15/2024 00:00,LONGIL,61762,48.28,4.05,-8.41
07/15/2024 00:00,MHK VL,61756,35.91,1.04,0.95
07/15/2024 00:00,MILLWD,61759,38.83,3.01,0.00
07/15/2024 00:00,N.Y.C.,61761,39.48,3.66,0.00
07/15/2024 00:00,NORTH,61755,35.49,-1.36,-1.03
07/15/2024 00:00,NPX,61845,37.83,2.00,0.00
07/15/2024 00:00,O H,61846,35.43,-0.39,0.00
07/15/2024 00:00,PJM,61847,37.22,1.40,0.00
07/15/2024 00:00,WEST,61752,36.14,0.32,0.00
07/15/2024 01:00,CAPITL,61757,32.75,1.59,0.00
07/15/2024 01:00,CENTRL,61754,31.77,0.40,-0.21
07/15/2024 01:00,DUNWOD,61760,33.94,2.77,0.00
07/15/2024 01:00,GENESE,61753,31.26,0.09,0.00
07/15/2024 01:00,H Q,61844,30.81,-0.72,-0.36
07/15/2024 01:00,HUD VL,61758,33.50,2.34,0.00
07/15/2024 01:00,LONGIL,61762,46.79,3.49,-12.14
07/15/2024 01:00,MHK VL,61756,31.33,0.93,0.76
07/15/2024 01:00,MILLWD,61759,33.75,2.59,0.00
07/15/2024 01:00,N.Y.C.,61761,34.28,3.12,0.00
07/15/2024 01:00,NORTH,61755,30.77,-1.12,-0.73
07/15/2024 01:00,NPX,61845,32.88,1.71,0.00
07/15/2024 01:00,O H,61846,30.85,-0.31,0.00
07/15/2024 01:00,PJM,61847,32.44,1.28,0.00
07/15/2024 01:00,WEST,61752,31.41,0.25,0.00
07/15/2024 02:00,CAPITL,61757,29.44,1.40,0.00
07/15/2024 02:00,CENTRL,61754,28.43,0.39,0.00
07/15/2024 02:00,DUNWOD,61760,30.48,2.44,0.00
07/15/2024 02:00,GENESE,61753,28.18,0.14,0.00
07/15/2024 02:00,H Q,61844,27.68,-0.62,-0.26
07/15/2024 02:00,HUD VL,61758,30.09,2.05,0.00
07/15/2024 02:00,LONGIL,61762,44.71,3.08,-13.59
07/15/2024 02:00,MHK VL,61756,28.19,0.78,0.63
07/15/2024 02:00,MILLWD,61759,30.28,2.24,0.00
07/15/2024 02:00,N.Y.C.,61761,30.79,2.75,0.00
07/15/2024 02:00,NORTH,61755,27.58,-0.98,-0.53
07/15/2024 02:00,NPX,61845,29.58,1.54,0.00
07/15/2024 02:00,O H,61846,27.84,-0.19,0.00
07/15/2024 02:00,PJM,61847,29.19,1.15,0.00
07/15/2024 02:00,WEST,61752,28.32,0.28,0.00
07/15/2024 03:00,CAPITL,61757,28.05,1.34,0.00
07/15/2024 03:00,CENTRL,61754,26.92,0.29,0.09
07/15/2024 03:00,DUNWOD,61760,28.93,2.22,0.00
07/15/2024 03:00,GENESE,61753,26.74,0.03,0.00
07/15/2024 03:00,H Q,61844,26.37,-0.56,-0.22
07/15/2024 03:00,HUD VL,61758,28.58,1.87,0.00
07/15/2024 03:00,LONGIL,61762,40.30,2.83,-10.75
07/15/2024 03:00,MHK VL,61756,26.85,0.72,0.59
07/15/2024 03:00,MILLWD,61759,28.77,2.06,0.00
07/15/2024 03:00,N.Y.C.,61761,29.23,2.51,0.00
07/15/2024 03:00,NORTH,61755,26.28,-0.88,-0.45
07/15/2024 03:00,NPX,61845,28.21,1.50,0.00
07/15/2024 03:00,O H,61846,26.40,-0.32,0.00
07/15/2024 03:00,PJM,61847,27.70,0.99,0.00
07/15/2024 03:00,WEST,61752,26.85,0.13,0.00
07/15/2024 04:00,CAPITL,61757,28.55,1.33,0.00
07/15/2024 04:00,CENTRL,61754,27.46,0.30,0.06
07/15/2024 04:00,DUNWOD,61760,29.40,2.18,0.00
07/15/2024 04:00,GENESE,61753,27.30,0.08,0.00
07/15/2024 04:00,H Q,61844,26.88,-0.57,-0.24
07/15/2024 04:00,HUD VL,61758,29.07,1.85,0.00
07/15/2024 04:00,LONGIL,61762,38.79,2.78,-8.79
07/15/2024 04:00,MHK VL,61756,27.40,0.79,0.61
07/15/2024 04:00,MILLWD,61759,29.26,2.04,0.00
07/15/2024 04:00,N.Y.C.,61761,29.67,2.45,0.00
07/15/2024 04:00,NORTH,61755,26.80,-0.90,-0.48
07/15/2024 04:00,NPX,61845,28.66,1.44,0.00
07/15/2024 04:00,O H,61846,26.86,-0.35,0.00
07/15/2024 04:00,PJM,61847,28.14,0.93,0.00
