"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"05/15/2024","05/12/2024","Actual","ALB",60,49,53,46
"05/15/2024","05/12/2024","Actual","ART",62,48,54,47
"05/15/2024","05/12/2024","Actual","BGM",52,42,48,41
"05/15/2024","05/12/2024","Actual","BUF",59,49,52,47
"05/15/2024","05/12/2024","Actual","ELM",58,48,54,47
"05/15/2024","05/12/2024","Actual","ELZ",53,43,49,43
"05/15/2024","05/12/2024","Actual","FOK",55,45,49,43
"05/15/2024","05/12/2024","Actual","FRG",56,49,49,45
"05/15/2024","05/12/2024","Actual","GFL",56,47,51,46
"05/15/2024","05/12/2024","Actual","HPN",55,47,50,44
"05/15/2024","05/12/2024","Actual","IAG",64,51,54,49
"05/15/2024","05/12/2024","Actual","ISP",55,46,49,44
"05/15/2024","05/12/2024","Actual","ITH",58,46,51,45
"05/15/2024","05/12/2024","Actual","JFK",54,50,49,46
"05/15/2024","05/12/2024","Actual","LGA",55,49,49,45
"05/15/2024","05/12/2024","Actual","MSS",61,50,54,48
"05/15/2024","05/12/2024","Actual","MSV",49,41,46,41
"05/15/2024","05/12/2024","Actual","NYC",56,48,51,46
"05/15/2024","05/12/2024","Actual","PLB",57,49,52,46
"05/15/2024","05/12/2024","Actual","POU",55,47,50,45
"05/15/2024","05/12/2024","Actual","ROC",63,50,54,48
"05/15/2024","05/12/2024","Actual","SLK",52,44,49,43
"05/15/2024","05/12/2024","Actual","SWF",54,43,49,43
"05/15/2024","05/12/2024","Actual","SYR",62,51,54,49
"05/15/2024","05/12/2024","Actual","UCA",58,47,50,45
"05/15/2024","05/13/2024","Actual","ALB",70,40,56,39
"05/15/2024","05/13/2024","Actual","ART",69,47,59,45
"05/15/2024","05/13/2024","Actual","BGM",64,44,56,44
"05/15/2024","05/13/2024","Actual","BUF",73,50,62,46
"05/15/2024","05/13/2024","Actual","ELM",72,47,62,46
"05/15/2024","05/13/2024","Actual","ELZ",71,43,59,42
"05/15/2024","05/13/2024","Actual","FOK",62,42,56,41
"05/15/2024","05/13/2024","Actual","FRG",64,45,56,43
"05/15/2024","05/13/2024","Actual","GFL",66,40,56,40
"05/15/2024","05/13/2024","Actual","HPN",65,46,55,44
"05/15/2024","05/13/2024","Actual","IAG",78,52,61,48
"05/15/2024","05/13/2024","Actual","ISP",63,43,56,42
"05/15/2024","05/13/2024","Actual","ITH",67,45,59,44
"05/15/2024","05/13/2024","Actual","JFK",63,49,56,47
"05/15/2024","05/13/2024","Actual","LGA",64,50,55,46
"05/15/2024","05/13/2024","Actual","MSS",66,47,56,45
"05/15/2024","05/13/2024","Actual","MSV",63,40,58,40
"05/15/2024","05/13/2024","Actual","NYC",64,49,56,47
"05/15/2024","05/13/2024","Actual","PLB",70,48,58,46
"05/15/2024","05/13/2024","Actual","POU",68,41,56,41
"05/15/2024","05/13/2024","Actual","ROC",73,50,62,47
"05/15/2024","05/13/2024","Actual","SLK",63,31,52,31
"05/15/2024","05/13/2024","Actual","SWF",66,46,56,45
"05/15/2024","05/13/2024","Actual","SYR",70,47,60,45
"05/15/2024","05/13/2024","Actual","UCA",67,40,58,40
"05/15/2024","05/14/2024","Actual","ALB",82,58,65,53
"05/15/2024","05/14/2024","Actual","ART",75,55,62,53
"05/15/2024","05/14/2024","Actual","BGM",75,52,61,50
"05/15/2024","05/14/2024","Actual","BUF",75,56,62,52
"05/15/2024","05/14/2024","Actual","ELM",79,46,63,45
"05/15/2024","05/14/2024","Actual","ELZ",71,54,60,50
"05/15/2024","05/14/2024","Actual","FOK",66,51,59,49
"05/15/2024","05/14/2024","Actual","FRG",67,53,61,52
"05/15/2024","05/14/2024","Actual","GFL",79,50,64,50
"05/15/2024","05/14/2024","Actual","HPN",71,49,62,48
"05/15/2024","05/14/2024","Actual","IAG",77,54,63,50
"05/15/2024","05/14/2024","Actual","ISP",66,53,59,52
"05/15/2024","05/14/2024","Actual","ITH",79,56,63,52
"05/15/2024","05/14/2024","Actual","JFK",66,54,60,52
"05/15/2024","05/14/2024","Actual","LGA",72,55,61,51
"05/15/2024","05/14/2024","Actual","MSS",66,54,61,53
"05/15/2024","05/14/2024","Actual","MSV",74,44,63,44
"05/15/2024","05/14/2024","Actual","NYC",72,56,62,52
"05/15/2024","05/14/2024","Actual","PLB",75,55,63,54
"05/15/2024","05/14/2024","Actual","POU",78,50,64,49
"05/15/2024","05/14/2024","Actual","ROC",76,58,63,53
"05/15/2024","05/14/2024","Actual","SLK",72,53,60,52
"05/15/2024","05/14/2024","Actual","SWF",75,50,63,50
"05/15/2024","05/14/2024","Actual","SYR",82,63,64,55
"05/15/2024","05/14/2024","Actual","UCA",78,53,64,52
"05/15/2024","05/15/2024","Forecast","ALB",69,60,61,58
"05/15/2024","05/15/2024","Forecast","ART",67,56,61,55
"05/15/2024","05/15/2024","Forecast","BGM",62,56,58,55
"05/15/2024","05/15/2024","Forecast","BUF",69,59,62,57
