"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"01/02/2025","12/30/2024","Actual","ALB",57,44,55,39
"01/02/2025","12/30/2024","Actual","ART",60,40,54,38
"01/02/2025","12/30/2024","Actual","BGM",55,38,53,35
"01/02/2025","12/30/2024","Actual","BUF",54,37,51,36
"01/02/2025","12/30/2024","Actual","ELM",61,43,56,38
"01/02/2025","12/30/2024","Actual","ELZ",49,34,46,32
"01/02/2025","12/30/2024","Actual","FOK",55,45,53,41
"01/02/2025","12/30/2024","Actual","FRG",58,47,53,41
"01/02/2025","12/30/2024","Actual","GFL",54,38,52,38
"01/02/2025","12/30/2024","Actual","HPN",57,47,55,40
"01/02/2025","12/30/2024","Actual","IAG",56,38,51,36
"01/02/2025","12/30/2024","Actual","ISP",60,47,54,41
"01/02/2025","12/30/2024","Actual","ITH",56,39,54,36
"01/02/2025","12/30/2024","Actual","JFK",59,46,54,41
"01/02/2025","12/30/2024","Actual","LGA",57,51,54,42
"01/02/2025","12/30/2024","Actual","MSS",49,34,45,34
"01/02/2025","12/30/2024","Actual","MSV",52,40,52,38
"01/02/2025","12/30/2024","Actual","NYC",57,49,55,41
"01/02/2025","12/30/2024","Actual","PLB",55,41,51,38
"01/02/2025","12/30/2024","Actual","POU",58,44,56,39
"01/02/2025","12/30/2024","Actual","ROC",62,41,56,37
"01/02/2025","12/30/2024","Actual","SLK",52,33,49,32
"01/02/2025","12/30/2024","Actual","SWF",57,43,56,40
"01/02/2025","12/30/2024","Actual","SYR",62,44,56,39
"01/02/2025","12/30/2024","Actual","UCA",52,40,50,37
"01/02/2025","12/31/2024","Actual","ALB",50,32,42,30
"01/02/2025","12/31/2024","Actual","ART",46,37,41,35
"01/02/2025","12/31/2024","Actual","BGM",47,32,40,31
"01/02/2025","12/31/2024","Actual","BUF",47,38,41,35
"01/02/2025","12/31/2024","Actual","ELM",50,24,42,24
"01/02/2025","12/31/2024","Actual","ELZ",43,30,38,30
"01/02/2025","12/31/2024","Actual","FOK",51,34,47,32
"01/02/2025","12/31/2024","Actual","FRG",51,35,47,33
"01/02/2025","12/31/2024","Actual","GFL",46,30,40,29
"01/02/2025","12/31/2024","Actual","HPN",52,36,44,33
"01/02/2025","12/31/2024","Actual","IAG",46,31,42,29
"01/02/2025","12/31/2024","Actual","ISP",51,35,48,33
"01/02/2025","12/31/2024","Actual","ITH",48,27,41,26
"01/02/2025","12/31/2024","Actual","JFK",53,38,49,35
