"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"08/16/2024","08/13/2024","Actual","ALB",81,56,67,54
"08/16/2024","08/13/2024","Actual","ART",77,55,69,54
"08/16/2024","08/13/2024","Actual","BGM",74,57,64,57
"08/16/2024","08/13/2024","Actual","BUF",79,59,66,57
"08/16/2024","08/13/2024","Actual","ELM",78,56,66,55
"08/16/2024","08/13/2024","Actual","ELZ",72,54,63,53
"08/16/2024","08/13/2024","Actual","FOK",80,61,68,59
"08/16/2024","08/13/2024","Actual","FRG",80,63,67,59
"08/16/2024","08/13/2024","Actual","GFL",80,51,68,51
"08/16/2024","08/13/2024","Actual","HPN",79,61,65,57
"08/16/2024","08/13/2024","Actual","IAG",80,59,66,57
"08/16/2024","08/13/2024","Actual","ISP",81,61,66,59
"08/16/2024","08/13/2024","Actual","ITH",76,54,66,54
"08/16/2024","08/13/2024","Actual","JFK",82,66,69,60
"08/16/2024","08/13/2024","Actual","LGA",81,66,64,59
"08/16/2024","08/13/2024","Actual","MSS",80,55,68,54
"08/16/2024","08/13/2024","Actual","MSV",75,50,65,50
"08/16/2024","08/13/2024","Actual","NYC",80,65,64,59
"08/16/2024","08/13/2024","Actual","PLB",80,60,68,56
"08/16/2024","08/13/2024","Actual","POU",81,55,66,54
"08/16/2024","08/13/2024","Actual","ROC",79,59,67,58
"08/16/2024","08/13/2024","Actual","SLK",75,47,62,46
"08/16/2024","08/13/2024","Actual","SWF",81,57,67,56
"08/16/2024","08/13/2024","Actual","SYR",81,60,67,58
"08/16/2024","08/13/2024","Actual","UCA",77,55,67,55
"08/16/2024","08/14/2024","Actual","ALB",85,60,70,59
"08/16/2024","08/14/2024","Actual","ART",79,61,70,60
"08/16/2024","08/14/2024","Actual","BGM",76,56,66,55
"08/16/2024","08/14/2024","Actual","BUF",82,59,66,57
"08/16/2024","08/14/2024","Actual","ELM",83,56,69,55
"08/16/2024","08/14/2024","Actual","ELZ",75,53,63,52
"08/16/2024","08/14/2024","Actual","FOK",86,62,70,61
"08/16/2024","08/14/2024","Actual","FRG",85,66,68,63
"08/16/2024","08/14/2024","Actual","GFL",83,57,70,57
"08/16/2024","08/14/2024","Actual","HPN",84,63,68,60
"08/16/2024","08/14/2024","Actual","IAG",83,60,66,57
"08/16/2024","08/14/2024","Actual","ISP",85,65,68,64
"08/16/2024","08/14/2024","Actual","ITH",79,52,69,52
"08/16/2024","08/14/2024","Actual","JFK",88,69,69,64
"08/16/2024","08/14/2024","Actual","LGA",85,71,68,64
"08/16/2024","08/14/2024","Actual","MSS",84,60,70,59
"08/16/2024","08/14/2024","Actual","MSV",79,54,66,53
"08/16/2024","08/14/2024","Actual","NYC",84,67,68,62
"08/16/2024","08/14/2024","Actual","PLB",84,62,72,59
"08/16/2024","08/14/2024","Actual","POU",86,58,69,57
"08/16/2024","08/14/2024","Actual","ROC",83,57,67,56
"08/16/2024","08/14/2024","Actual","SLK",80,50,66,49
"08/16/2024","08/14/2024","Actual","SWF",84,59,69,59
"08/16/2024","08/14/2024","Actual","SYR",85,62,70,59
"08/16/2024","08/14/2024","Actual","UCA",79,57,69,56
"08/16/2024","08/15/2024","Actual","ALB",85,60,71,58
"08/16/2024","08/15/2024","Actual","ART",79,63,71,61
"08/16/2024","08/15/2024","Actual","BGM",79,59,67,58
"08/16/2024","08/15/2024","Actual","BUF",84,60,68,58
"08/16/2024","08/15/2024","Actual","ELM",85,57,69,56
"08/16/2024","08/15/2024","Actual","ELZ",77,54,63,53
"08/16/2024","08/15/2024","Actual","FOK",86,64,73,63
"08/16/2024","08/15/2024","Actual","FRG",86,67,69,64
"08/16/2024","08/15/2024","Actual","GFL",80,57,72,57
"08/16/2024","08/15/2024","Actual","HPN",85,65,70,61
"08/16/2024","08/15/2024","Actual","IAG",85,60,70,58
"08/16/2024","08/15/2024","Actual","ISP",87,66,70,63
"08/16/2024","08/15/2024","Actual","ITH",79,54,68,53
"08/16/2024","08/15/2024","Actual","JFK",87,70,73,63
