"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"11/24/2023","11/21/2023","Actual","ALB",39,19,33,18
"11/24/2023","11/21/2023","Actual","ART",41,18,38,17
"11/24/2023","11/21/2023","Actual","BGM",38,24,37,21
"11/24/2023","11/21/2023","Actual","BUF",43,28,42,26
"11/24/2023","11/21/2023","Actual","ELM",46,23,43,21
"11/24/2023","11/21/2023","Actual","ELZ",41,27,40,24
"11/24/2023","11/21/2023","Actual","FOK",45,27,43,25
"11/24/2023","11/21/2023","Actual","FRG",47,32,45,28
"11/24/2023","11/21/2023","Actual","GFL",32,15,30,14
"11/24/2023","11/21/2023","Actual","HPN",44,28,43,24
"11/24/2023","11/21/2023","Actual","IAG",46,29,44,26
"11/24/2023","11/21/2023","Actual","ISP",45,30,43,26
"11/24/2023","11/21/2023","Actual","ITH",40,22,39,21
"11/24/2023","11/21/2023","Actual","JFK",47,33,46,29
"11/24/2023","11/21/2023","Actual","LGA",47,35,45,30
"11/24/2023","11/21/2023","Actual","MSS",34,14,32,13
"11/24/2023","11/21/2023","Actual","MSV",34,20,34,19
"11/24/2023","11/21/2023","Actual","NYC",47,34,45,29
"11/24/2023","11/21/2023","Actual","PLB",35,17,31,16
"11/24/2023","11/21/2023","Actual","POU",42,19,40,18
"11/24/2023","11/21/2023","Actual","ROC",45,27,42,24
"11/24/2023","11/21/2023","Actual","SLK",34,5,32,4
"11/24/2023","11/21/2023","Actual","SWF",43,25,41,23
"11/24/2023","11/21/2023","Actual","SYR",38,24,35,22
"11/24/2023","11/21/2023","Actual","UCA",32,21,32,20
"11/24/2023","11/22/2023","Actual","ALB",43,34,42,33
"11/24/2023","11/22/2023","Actual","ART",46,37,44,36
"11/24/2023","11/22/2023","Actual","BGM",45,39,44,37
"11/24/2023","11/22/2023","Actual","BUF",47,39,46,36
"11/24/2023","11/22/2023","Actual","ELM",50,42,47,39
"11/24/2023","11/22/2023","Actual","ELZ",42,34,42,33
"11/24/2023","11/22/2023","Actual","FOK",58,45,57,44
"11/24/2023","11/22/2023","Actual","FRG",58,47,57,44
"11/24/2023","11/22/2023","Actual","GFL",40,30,39,30
"11/24/2023","11/22/2023","Actual","HPN",51,44,50,42
"11/24/2023","11/22/2023","Actual","IAG",50,36,48,34
"11/24/2023","11/22/2023","Actual","ISP",57,46,57,44
"11/24/2023","11/22/2023","Actual","ITH",47,38,46,38
"11/24/2023","11/22/2023","Actual","JFK",57,48,57,46
"11/24/2023","11/22/2023","Actual","LGA",54,48,52,45
"11/24/2023","11/22/2023","Actual","MSS",42,33,41,32
"11/24/2023","11/22/2023","Actual","MSV",48,35,46,35
"11/24/2023","11/22/2023","Actual","NYC",54,47,52,46
"11/24/2023","11/22/2023","Actual","PLB",40,32,39,32
"11/24/2023","11/22/2023","Actual","POU",47,40,44,40
"11/24/2023","11/22/2023","Actual","ROC",50,39,47,37
"11/24/2023","11/22/2023","Actual","SLK",40,33,40,32
"11/24/2023","11/22/2023","Actual","SWF",61,39,50,39
"11/24/2023","11/22/2023","Actual","SYR",47,37,45,35
"11/24/2023","11/22/2023","Actual","UCA",40,33,40,33
"11/24/2023","11/23/2023","Actual","ALB",48,40,43,37
"11/24/2023","11/23/2023","Actual","ART",46,35,41,35
"11/24/2023","11/23/2023","Actual","BGM",44,35,39,32
"11/24/2023","11/23/2023","Actual","BUF",44,38,41,34
"11/24/2023","11/23/2023","Actual","ELM",48,36,41,35
"11/24/2023","11/23/2023","Actual","ELZ",37,33,35,32
"11/24/2023","11/23/2023","Actual","FOK",52,37,45,35
"11/24/2023","11/23/2023","Actual","FRG",52,40,45,37
"11/24/2023","11/23/2023","Actual","GFL",45,33,39,33
"11/24/2023","11/23/2023","Actual","HPN",50,41,43,37
"11/24/2023","11/23/2023","Actual","IAG",47,37,42,32
"11/24/2023","11/23/2023","Actual","ISP",52,37,45,35
"11/24/2023","11/23/2023","Actual","ITH",44,36,40,34
"11/24/2023","11/23/2023","Actual","JFK",53,45,47,40
"11/24/2023","11/23/2023","Actual","LGA",53,46,47,40
"11/24/2023","11/23/2023","Actual","MSS",43,33,39,31
"11/24/2023","11/23/2023","Actual","MSV",43,35,42,34
"11/24/2023","11/23/2023","Actual","NYC",52,44,47,39
"11/24/2023","11/23/2023","Actual","PLB",43,33,38,32
"11/24/2023","11/23/2023","Actual","POU",51,36,42,36
"11/24/2023","11/23/2023","Actual","ROC",45,39,41,36
"11/24/2023","11/23/2023","Actual","SLK",36,29,35,28
"11/24/2023","11/23/2023","Actual","SWF",48,39,42,39
"11/24/2023","11/23/2023","Actual","SYR",46,39,41,36
"11/24/2023","11/23/2023","Actual","UCA",42,36,39,35
"11/24/2023","11/24/2023","Forecast","ALB",46,29,40,24
"11/24/2023","11/24/2023","Forecast","ART",40,26,35,22
"11/24/2023","11/24/2023","Forecast","BGM",40,28,36,24
"11/24/2023","11/24/2023","Forecast","BUF",35,28,31,26
"11/24/2023","11/24/2023","Forecast","ELM",44,27,39,24
"11/24/2023","11/24/2023","Forecast","ELZ",36,25,34,22
"11/24/2023","11/24/2023","Forecast","FOK",47,30,41,26
"11/24/2023","11/24/2023","Forecast","FRG",49,33,41,28
"11/24/2023","11/24/2023","Forecast","GFL",42,24,39,20
"11/24/2023","11/24/2023","Forecast","HPN",48,32,40,27
"11/24/2023","11/24/2023","Forecast","IAG",35,31,30,28
"11/24/2023","11/24/2023","Forecast","ISP",48,32,41,27
"11/24/2023","11/24/2023","Forecast","ITH",40,27,37,24
"11/24/2023","11/24/2023","Forecast","JFK",49,34,41,29
"11/24/2023","11/24/2023","Forecast","LGA",48,37,41,30
"11/24/2023","11/24/2023","Forecast","MSS",37,21,34,18
"11/24/2023","11/24/2023","Forecast","MSV",40,23,37,21
"11/24/2023","11/24/2023","Forecast","NYC",47,36,41,30
"11/24/2023","11/24/2023","Forecast","PLB",37,21,35,18
"11/24/2023","11/24/2023","Forecast","POU",47,28,41,24
"11/24/2023","11/24/2023","Forecast","ROC",39,30,34,27
"11/24/2023","11/24/2023","Forecast","SLK",35,16,33,14
"11/24/2023","11/24/2023","Forecast","SWF",45,29,40,25
"11/24/2023","11/24/2023","Forecast","SYR",43,31,38,27
"11/24/2023","11/24/2023","Forecast","UCA",39,27,37,24
"11/24/2023","11/25/2023","Forecast","ALB",39,25,32,22
"11/24/2023","11/25/2023","Forecast","ART",38,25,35,22
"11/24/2023","11/25/2023","Forecast","BGM",36,27,30,24
"11/24/2023","11/25/2023","Forecast","BUF",38,26,34,24
"11/24/2023","11/25/2023","Forecast","ELM",41,22,33,21
"11/24/2023","11/25/2023","Forecast","ELZ",36,22,30,20
"11/24/2023","11/25/2023","Forecast","FOK",38,26,31,24
"11/24/2023","11/25/2023","Forecast","FRG",40,29,33,26
"11/24/2023","11/25/2023","Forecast","GFL",36,19,30,17
"11/24/2023","11/25/2023","Forecast","HPN",39,27,32,24
"11/24/2023","11/25/2023","Forecast","IAG",40,28,34,26
"11/24/2023","11/25/2023","Forecast","ISP",40,27,33,24
"11/24/2023","11/25/2023","Forecast","ITH",37,26,31,24
"11/24/2023","11/25/2023","Forecast","JFK",40,30,33,27
"11/24/2023","11/25/2023","Forecast","LGA",41,33,34,29
"11/24/2023","11/25/2023","Forecast","MSS",37,20,32,17
"11/24/2023","11/25/2023","Forecast","MSV",38,20,31,19
"11/24/2023","11/25/2023","Forecast","NYC",40,32,33,28
"11/24/2023","11/25/2023","Forecast","PLB",36,19,30,16
"11/24/2023","11/25/2023","Forecast","POU",41,23,33,21
"11/24/2023","11/25/2023","Forecast","ROC",39,28,34,26
"11/24/2023","11/25/2023","Forecast","SLK",31,14,28,12
"11/24/2023","11/25/2023","Forecast","SWF",40,26,33,23
"11/24/2023","11/25/2023","Forecast","SYR",39,30,33,27
"11/24/2023","11/25/2023","Forecast","UCA",34,23,30,21
