"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"04/18/2024 00:00",959,1301,459,851,791,1633,617,216,4191,608,1417,13043
"04/18/2024 01:00",931,1271,444,831,763,1553,601,208,4011,604,1391,12608
"04/18/2024 02:00",918,1259,430,817,745,1511,595,203,3889,601,1376,12344
"04/18/2024 03:00",918,1255,423,814,742,1489,594,200,3820,600,1372,12227
"04/18/2024 04:00",945,1290,429,826,755,1519,611,203,3831,608,1390,12407
"04/18/2024 05:00",1014,1379,454,869,792,1624,661,218,4020,628,1454,13113
"04/18/2024 06:00",1129,1517,507,940,865,1775,742,242,4415,663,1550,14345
"04/18/2024 07:00",1215,1586,551,977,930,1928,790,263,4870,681,1620,15411
"04/18/2024 08:00",1231,1568,571,964,957,1996,799,276,5194,673,1648,15877
"04/18/2024 09:00",1223,1544,581,953,954,2010,793,284,5373,666,1631,16012
"04/18/2024 10:00",1206,1540,585,945,954,2009,792,283,5446,665,1618,16043
"04/18/2024 11:00",1211,1506,591,928,959,1994,787,280,5477,663,1598,15994
"04/18/2024 12:00",1204,1479,590,911,964,1929,793,284,5512,663,1598,15927
"04/18/2024 13:00",1191,1477,577,899,958,1922,774,292,5548,659,1596,15893
"04/18/2024 14:00",1186,1475,573,873,970,1921,769,299,5537,653,1576,15832
"04/18/2024 15:00",1205,1450,584,854,964,1945,767,292,5574,656,1550,15841
"04/18/2024 16:00",1224,1454,593,860,970,2007,773,301,5646,667,1550,16045
"04/18/2024 17:00",1258,1487,610,891,1017,2102,788,308,5657,674,1576,16368
"04/18/2024 18:00",1269,1525,614,945,1045,2180,786,314,5540,677,1609,16504
"04/18/2024 19:00",1277,1566,616,992,1063,2243,810,311,5452,678,1630,16638
"04/18/2024 20:00",1272,1585,612,1016,1068,2254,820,307,5351,680,1664,16629
"04/18/2024 21:00",1212,1518,591,983,1025,2147,781,288,5150,661,1620,15976
"04/18/2024 22:00",1127,1421,550,927,956,1987,727,267,4850,639,1546,14997
"04/18/2024 23:00",1050,1338,511,878,888,1822,672,246,4530,626,1467,14028
"04/19/2024 00:00",985,1300,485,846,826,1688,622,237,4270,609,1421,13289
"04/19/2024 01:00",951,1278,468,826,800,1609,603,228,4098,600,1399,12860
"04/19/2024 02:00",936,1266,455,814,782,1567,596,221,3975,598,1383,12593
"04/19/2024 03:00",935,1265,446,810,777,1542,595,219,3909,598,1379,12475
"04/19/2024 04:00",960,1303,450,822,790,1571,608,221,3932,604,1395,12656
"04/19/2024 05:00",1026,1389,479,866,831,1675,656,237,4140,620,1462,13381
"04/19/2024 06:00",1129,1524,533,934,899,1826,736,264,4532,649,1553,14579
"04/19/2024 07:00",1188,1570,569,972,935,1934,758,280,4970,671,1624,15471
"04/19/2024 08:00",1168,1536,577,958,933,1937,740,283,5249,669,1649,15699
"04/19/2024 09:00",1119,1513,572,952,895,1903,710,280,5386,656,1645,15631
"04/19/2024 10:00",1065,1525,572,953,865,1864,700,272,5420,647,1645,15528
"04/19/2024 11:00",1051,1496,569,950,846,1833,690,261,5430,646,1631,15403
"04/19/2024 12:00",1038,1469,559,949,845,1756,696,256,5425,641,1628,15262
"04/19/2024 13:00",1048,1467,558,938,843,1768,692,263,5441,639,1622,15279
"04/19/2024 14:00",1046,1461,550,908,851,1787,687,263,5392,631,1592,15168
"04/19/2024 15:00",1077,1419,557,878,849,1820,683,262,5417,631,1550,15143
"04/19/2024 16:00",1114,1401,569,862,890,1899,685,271,5481,638,1540,15350
"04/19/2024 17:00",1155,1429,582,867,938,1977,699,277,5501,645,1546,15616
"04/19/2024 18:00",1168,1473,588,906,966,2044,717,279,5388,645,1560,15734
"04/19/2024 19:00",1173,1503,589,948,984,2093,735,277,5309,646,1582,15839
"04/19/2024 20:00",1165,1516,585,969,990,2098,743,275,5203,648,1614,15806
"04/19/2024 21:00",1122,1463,567,944,961,2019,716,263,5038,634,1584,15311
"04/19/2024 22:00",1059,1389,533,897,909,1898,674,246,4788,619,1518,14530
"04/19/2024 23:00",997,1323,498,852,853,1764,629,230,4506,608,1442,13702
"04/20/2024 00:00",962,1297,473,830,811,1675,605,235,4300,608,1411,13207
"04/20/2024 01:00",935,1276,456,809,782,1593,586,230,4122,603,1386,12778
"04/20/2024 02:00",920,1257,445,797,766,1544,578,223,3998,600,1371,12499
"04/20/2024 03:00",917,1253,435,791,758,1520,574,220,3918,600,1366,12352
"04/20/2024 04:00",927,1268,433,796,759,1523,581,222,3902,606,1376,12393
"04/20/2024 05:00",950,1306,442,818,775,1560,605,228,3953,613,1403,12653
"04/20/2024 06:00",979,1347,459,845,795,1614,621,239,4052,626,1427,13004
"04/20/2024 07:00",992,1334,477,817,811,1669,591,249,4229,640,1445,13254
"04/20/2024 08:00",973,1247,487,744,779,1686,532,257,4408,644,1447,13204
"04/20/2024 09:00",934,1201,486,721,718,1631,497,253,4536,640,1442,13059
"04/20/2024 10:00",896,1209,481,731,657,1565,495,237,4628,643,1440,12982
"04/20/2024 11:00",869,1214,474,741,636,1502,478,230,4655,641,1444,12884
"04/20/2024 12:00",820,1224,464,754,626,1411,472,224,4637,631,1433,12696
"04/20/2024 13:00",795,1219,461,748,603,1385,466,217,4622,624,1429,12569
"04/20/2024 14:00",783,1201,451,747,601,1395,477,215,4599,615,1425,12509
"04/20/2024 15:00",816,1194,454,748,615,1412,490,217,4591,611,1416,12564
"04/20/2024 16:00",884,1238,465,761,668,1521,530,224,4622,619,1436,12968
"04/20/2024 17:00",978,1324,491,800,764,1674,593,238,4684,636,1473,13655
"04/20/2024 18:00",1058,1420,511,858,854,1808,656,250,4735,646,1508,14304
"04/20/2024 19:00",1103,1481,526,921,889,1908,709,257,4768,655,1535,14752
"04/20/2024 20:00",1120,1533,534,962,919,1938,727,259,4783,665,1584,15024
"04/20/2024 21:00",1092,1503,523,942,902,1889,703,254,4716,651,1564,14739
"04/20/2024 22:00",1047,1436,505,905,866,1800,670,245,4571,634,1521,14200
"04/20/2024 23:00",997,1382,482,867,824,1700,634,234,4382,625,1470,13597
"04/21/2024 00:00",954,1319,467,843,793,1630,607,231,4208,609,1423,13084
"04/21/2024 01:00",925,1301,447,821,764,1554,589,225,4032,605,1397,12660
"04/21/2024 02:00",909,1287,432,809,748,1503,583,219,3897,604,1381,12372
"04/21/2024 03:00",907,1283,424,804,742,1476,582,217,3813,602,1375,12225
"04/21/2024 04:00",917,1296,424,807,744,1478,590,219,3788,609,1384,12256
"04/21/2024 05:00",938,1333,432,824,761,1502,610,225,3826,618,1405,12474
"04/21/2024 06:00",953,1375,441,850,769,1502,627,236,3880,631,1424,12688
"04/21/2024 07:00",950,1410,450,854,779,1482,632,246,4001,645,1450,12899
"04/21/2024 08:00",920,1380,454,841,747,1450,618,254,4160,653,1469,12946
"04/21/2024 09:00",893,1356,456,823,686,1396,601,252,4300,654,1455,12872
"04/21/2024 10:00",875,1353,459,796,634,1362,601,240,4423,655,1414,12812
"04/21/2024 11:00",880,1327,457,767,623,1348,588,236,4486,652,1392,12756
"04/21/2024 12:00",882,1305,453,745,627,1314,582,231,4508,642,1354,12643
"04/21/2024 13:00",878,1265,457,702,621,1348,566,227,4533,629,1329,12555
"04/21/2024 14:00",858,1230,449,675,609,1349,527,222,4523,616,1318,12376
"04/21/2024 15:00",873,1210,455,650,624,1383,494,223,4537,613,1312,12374
"04/21/2024 16:00",923,1245,470,656,679,1498,499,230,4582,625,1344,12751
"04/21/2024 17:00",1008,1338,497,727,777,1649,558,243,4656,641,1405,13499
"04/21/2024 18:00",1083,1454,519,835,868,1782,644,256,4739,655,1470,14305
"04/21/2024 19:00",1147,1538,534,933,913,1904,724,266,4796,666,1525,14946
"04/21/2024 20:00",1172,1597,549,990,951,1966,751,274,4856,676,1599,15381
"04/21/2024 21:00",1121,1556,535,968,919,1902,716,261,4780,660,1581,14999
"04/21/2024 22:00",1049,1464,504,919,868,1780,668,244,4572,643,1530,14241
"04/21/2024 23:00",983,1397,471,872,817,1656,628,226,4308,632,1480,13470
"04/22/2024 00:00",938,1341,450,842,773,1571,602,219,4063,603,1421,12823
"04/22/2024 01:00",918,1323,438,830,757,1517,593,214,3916,602,1409,12517
"04/22/2024 02:00",912,1323,427,825,749,1489,593,211,3819,600,1404,12352
"04/22/2024 03:00",919,1337,422,829,750,1481,598,212,3778,602,1410,12338
"04/22/2024 04:00",949,1387,430,849,769,1522,619,218,3823,612,1439,12617
"04/22/2024 05:00",1022,1497,462,902,815,1637,675,236,4050,630,1516,13442
"04/22/2024 06:00",1122,1628,512,972,864,1774,738,261,4448,662,1607,14588
"04/22/2024 07:00",1109,1598,538,956,851,1803,683,267,4822,671,1647,14945
"04/22/2024 08:00",995,1403,529,851,763,1695,571,255,5032,650,1611,14355
"04/22/2024 09:00",880,1247,508,773,635,1557,479,240,5124,632,1545,13620
"04/22/2024 10:00",779,1188,495,728,541,1437,437,223,5114,626,1494,13062
"04/22/2024 11:00",755,1135,483,706,499,1348,407,208,5088,620,1459,12708
"04/22/2024 12:00",738,1102,470,695,483,1255,395,198,5049,614,1441,12440
"04/22/2024 13:00",729,1081,468,685,475,1248,387,198,5040,607,1423,12341
"04/22/2024 14:00",711,1058,466,676,492,1282,373,200,5020,599,1414,12291
