"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"03/05/2024 00:00",1007,1358,485,842,842,1689,647,220,4347,620,1480,13537
"03/05/2024 01:00",988,1315,471,825,816,1627,630,216,4177,617,1463,13145
"03/05/2024 02:00",986,1311,456,818,805,1592,626,211,4069,611,1438,12923
"03/05/2024 03:00",991,1308,451,818,802,1578,626,211,4007,615,1434,12841
"03/05/2024 04:00",1014,1336,460,841,819,1611,644,217,4043,619,1465,13069
"03/05/2024 05:00",1077,1454,487,902,868,1722,701,236,4263,633,1530,13873
"03/05/2024 06:00",1183,1618,541,1000,951,1889,789,266,4701,670,1651,15259
"03/05/2024 07:00",1239,1694,590,1028,1016,2027,813,287,5141,681,1704,16220
"03/05/2024 08:00",1253,1666,612,989,1059,2092,784,297,5433,673,1706,16564
"03/05/2024 09:00",1251,1633,630,939,1064,2116,746,301,5588,664,1671,16603
"03/05/2024 10:00",1262,1622,637,915,1076,2121,731,302,5684,658,1643,16651
"03/05/2024 11:00",1268,1610,638,910,1078,2150,714,307,5765,654,1622,16716
"03/05/2024 12:00",1264,1560,632,890,1064,2136,704,307,5781,652,1605,16595
"03/05/2024 13:00",1234,1527,624,866,1050,2101,701,301,5731,651,1623,16409
"03/05/2024 14:00",1209,1515,627,845,1037,2104,697,298,5717,649,1615,16313
"03/05/2024 15:00",1210,1524,632,866,1037,2129,711,298,5714,654,1614,16389
"03/05/2024 16:00",1238,1604,641,948,1061,2184,756,302,5769,665,1665,16833
"03/05/2024 17:00",1288,1701,656,1047,1111,2279,815,316,5794,682,1737,17426
"03/05/2024 18:00",1321,1755,671,1093,1139,2385,844,333,5758,693,1778,17770
"03/05/2024 19:00",1298,1729,659,1081,1130,2336,838,328,5631,697,1780,17507
"03/05/2024 20:00",1253,1654,629,1040,1089,2240,810,311,5444,687,1735,16892
"03/05/2024 21:00",1181,1563,595,976,1024,2101,763,292,5213,669,1675,16052
"03/05/2024 22:00",1100,1456,554,908,952,1940,711,264,4917,652,1603,15057
"03/05/2024 23:00",1037,1383,513,860,889,1792,671,239,4604,635,1528,14151
"03/06/2024 00:00",1015,1364,492,838,842,1681,640,220,4358,620,1469,13539
"03/06/2024 01:00",992,1312,477,819,818,1619,619,213,4191,614,1451,13125
"03/06/2024 02:00",987,1303,464,814,806,1583,613,208,4083,611,1426,12898
"03/06/2024 03:00",989,1298,458,814,803,1570,612,208,4026,613,1423,12814
"03/06/2024 04:00",1014,1324,467,837,822,1609,633,213,4062,616,1455,13052
"03/06/2024 05:00",1077,1434,497,896,873,1721,692,236,4284,627,1519,13856
"03/06/2024 06:00",1183,1586,550,992,957,1890,783,271,4733,652,1642,15239
"03/06/2024 07:00",1239,1672,596,1055,1002,1986,816,288,5172,667,1713,16206
"03/06/2024 08:00",1247,1678,607,1082,1007,2000,809,289,5441,668,1753,16581
"03/06/2024 09:00",1230,1668,614,1095,980,1997,789,286,5571,666,1764,16660
"03/06/2024 10:00",1216,1671,616,1104,980,2004,782,284,5611,668,1767,16703
