"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"11/19/2024 00:00",1067,1357,498,882,824,1619,697,218,4264,615,1551,13592
"11/19/2024 01:00",1046,1336,487,866,806,1547,685,211,4078,613,1525,13200
"11/19/2024 02:00",1037,1338,475,852,796,1511,680,206,3966,612,1507,12980
"11/19/2024 03:00",1040,1346,468,851,797,1498,683,204,3918,613,1504,12922
"11/19/2024 04:00",1067,1397,476,875,816,1541,708,212,3967,617,1524,13200
"11/19/2024 05:00",1145,1492,507,933,871,1660,769,234,4190,631,1595,14027
"11/19/2024 06:00",1265,1654,563,1022,959,1836,856,267,4664,654,1696,15436
"11/19/2024 07:00",1284,1713,597,1075,984,1891,876,280,5069,661,1762,16192
"11/19/2024 08:00",1150,1637,604,1053,929,1812,803,275,5316,650,1762,15991
"11/19/2024 09:00",1033,1529,598,1022,832,1724,730,263,5429,642,1735,15537
"11/19/2024 10:00",1014,1486,579,1003,766,1657,701,254,5444,634,1723,15261
"11/19/2024 11:00",1009,1452,577,994,744,1642,683,246,5487,630,1713,15177
"11/19/2024 12:00",999,1433,581,986,754,1669,672,245,5518,626,1706,15189
"11/19/2024 13:00",1025,1442,591,990,796,1744,671,247,5563,628,1720,15417
"11/19/2024 14:00",1094,1494,600,1004,854,1858,698,255,5584,633,1730,15804
"11/19/2024 15:00",1217,1610,620,1049,944,2020,769,266,5663,646,1753,16557
"11/19/2024 16:00",1347,1744,642,1119,1053,2213,869,291,5780,666,1787,17511
"11/19/2024 17:00",1438,1820,676,1177,1135,2384,924,320,5871,679,1836,18260
"11/19/2024 18:00",1435,1801,676,1164,1132,2373,924,327,5724,675,1824,18055
"11/19/2024 19:00",1400,1760,660,1136,1105,2305,906,319,5572,674,1801,17638
"11/19/2024 20:00",1355,1692,638,1097,1068,2219,878,307,5405,665,1770,17094
"11/19/2024 21:00",1275,1600,605,1032,1007,2073,827,288,5188,651,1706,16252
"11/19/2024 22:00",1196,1497,564,966,939,1911,779,261,4894,640,1636,15283
"11/19/2024 23:00",1135,1419,522,916,879,1759,733,240,4571,631,1569,14374
"11/20/2024 00:00",1093,1380,495,887,840,1629,698,228,4271,627,1527,13675
"11/20/2024 01:00",1072,1358,481,869,820,1561,684,220,4094,623,1499,13281
"11/20/2024 02:00",1061,1353,468,853,807,1522,674,212,3978,622,1475,13025
"11/20/2024 03:00",1061,1351,461,849,805,1506,674,211,3921,622,1468,12929
"11/20/2024 04:00",1086,1390,466,867,818,1546,694,217,3958,626,1480,13148
"11/20/2024 05:00",1157,1474,495,922,870,1659,746,236,4171,640,1541,13911
"11/20/2024 06:00",1274,1626,549,1010,958,1834,832,268,4635,663,1638,15287
"11/20/2024 07:00",1319,1697,584,1071,986,1919,851,280,5054,671,1713,16145
"11/20/2024 08:00",1236,1656,591,1067,931,1889,791,275,5321,659,1739,16155
"11/20/2024 09:00",1141,1581,591,1045,863,1829,738,268,5471,644,1730,15901
"11/20/2024 10:00",1100,1549,578,1033,827,1775,709,264,5514,637,1734,15720
"11/20/2024 11:00",1074,1529,581,1029,811,1756,691,255,5568,630,1737,15661
"11/20/2024 12:00",1053,1532,582,1021,809,1744,677,254,5595,627,1722,15616
"11/20/2024 13:00",1078,1549,591,1032,847,1804,684,255,5625,623,1738,15826
"11/20/2024 14:00",1146,1586,600,1044,902,1890,710,265,5631,631,1737,16142
"11/20/2024 15:00",1249,1654,616,1076,984,2018,768,276,5692,644,1755,16732
"11/20/2024 16:00",1358,1725,638,1127,1080,2194,849,298,5826,662,1778,17535
"11/20/2024 17:00",1434,1769,660,1169,1139,2337,894,317,5900,673,1822,18114
"11/20/2024 18:00",1422,1744,656,1150,1122,2315,888,319,5734,672,1812,17834
"11/20/2024 19:00",1388,1693,637,1121,1094,2255,866,312,5575,669,1790,17400
"11/20/2024 20:00",1343,1638,614,1084,1057,2177,835,299,5394,661,1758,16860
"11/20/2024 21:00",1261,1560,582,1019,992,2031,785,280,5164,646,1693,16013
"11/20/2024 22:00",1174,1467,543,954,920,1866,739,253,4863,631,1627,15037
"11/20/2024 23:00",1110,1391,500,905,855,1716,694,229,4542,620,1562,14124
"11/21/2024 00:00",1067,1343,473,872,810,1590,661,214,4240,618,1520,13408
"11/21/2024 01:00",1045,1321,460,855,790,1521,649,204,4064,617,1494,13020
"11/21/2024 02:00",1036,1322,446,841,778,1482,643,197,3945,617,1475,12782
"11/21/2024 03:00",1037,1333,439,840,777,1465,642,194,3885,617,1472,12701
"11/21/2024 04:00",1060,1370,445,862,791,1498,664,201,3920,622,1494,12927
"11/21/2024 05:00",1127,1464,473,921,838,1605,719,219,4125,634,1563,13688
"11/21/2024 06:00",1237,1630,527,1015,922,1781,805,248,4560,656,1666,15047
"11/21/2024 07:00",1306,1712,565,1084,973,1898,851,266,4984,670,1751,16060
"11/21/2024 08:00",1287,1673,583,1088,969,1920,827,273,5262,666,1781,16329
"11/21/2024 09:00",1248,1599,592,1079,940,1898,794,275,5426,660,1778,16289
"11/21/2024 10:00",1239,1591,582,1072,919,1855,780,276,5479,659,1793,16245
"11/21/2024 11:00",1230,1589,586,1079,903,1833,777,270,5528,657,1804,16256
"11/21/2024 12:00",1227,1608,589,1079,888,1813,776,270,5590,657,1804,16301
"11/21/2024 13:00",1239,1652,598,1095,922,1862,788,272,5654,656,1822,16560
"11/21/2024 14:00",1274,1701,610,1107,970,1949,798,281,5693,656,1827,16866
"11/21/2024 15:00",1327,1757,629,1128,1027,2075,826,292,5767,662,1842,17332
"11/21/2024 16:00",1401,1825,650,1176,1110,2259,886,318,5891,674,1871,18061
"11/21/2024 17:00",1452,1864,677,1217,1167,2397,920,339,5967,684,1905,18589
"11/21/2024 18:00",1437,1833,670,1199,1150,2381,913,341,5797,681,1892,18294
"11/21/2024 19:00",1404,1791,652,1170,1122,2336,894,336,5642,679,1865,17891
"11/21/2024 20:00",1361,1744,629,1136,1085,2260,864,326,5466,668,1831,17370
"11/21/2024 21:00",1284,1665,598,1073,1026,2128,811,306,5235,655,1760,16541
"11/21/2024 22:00",1201,1565,563,1005,960,1973,763,280,4939,640,1688,15577
"11/21/2024 23:00",1138,1491,523,951,900,1827,720,257,4632,632,1618,14689
"11/22/2024 00:00",1094,1447,497,919,864,1694,693,240,4356,627,1574,14005
"11/22/2024 01:00",1072,1426,485,902,843,1625,680,229,4182,624,1545,13613
"11/22/2024 02:00",1062,1425,472,887,830,1584,672,221,4067,623,1521,13364
"11/22/2024 03:00",1064,1432,464,884,827,1568,673,220,4008,622,1514,13276
"11/22/2024 04:00",1087,1471,472,903,841,1609,695,228,4047,626,1529,13508
"11/22/2024 05:00",1150,1557,501,957,887,1719,747,246,4263,636,1591,14254
"11/22/2024 06:00",1257,1704,552,1043,967,1896,826,274,4693,654,1684,15550
"11/22/2024 07:00",1325,1803,589,1115,1017,1985,872,290,5103,668,1765,16532
"11/22/2024 08:00",1306,1815,606,1137,1014,1965,867,294,5370,670,1803,16847
"11/22/2024 09:00",1266,1775,611,1143,976,1917,844,297,5530,667,1816,16842
"11/22/2024 10:00",1256,1760,600,1138,951,1866,827,296,5586,663,1828,16771
"11/22/2024 11:00",1247,1740,603,1142,938,1851,816,288,5646,659,1839,16769
"11/22/2024 12:00",1233,1740,601,1135,931,1847,796,286,5679,657,1830,16735
"11/22/2024 13:00",1240,1747,609,1141,955,1894,789,287,5712,657,1841,16872
"11/22/2024 14:00",1274,1764,616,1134,990,1983,794,295,5717,658,1831,17056
"11/22/2024 15:00",1327,1793,628,1140,1041,2102,819,304,5775,664,1834,17427
"11/22/2024 16:00",1395,1836,647,1176,1107,2266,875,328,5883,680,1848,18041
"11/22/2024 17:00",1428,1852,670,1197,1143,2383,909,347,5943,687,1865,18424
"11/22/2024 18:00",1398,1802,661,1165,1117,2353,892,345,5759,683,1837,18012
"11/22/2024 19:00",1360,1751,642,1129,1091,2293,865,335,5602,682,1802,17552
"11/22/2024 20:00",1322,1710,621,1098,1065,2230,839,324,5425,675,1770,17079
"11/22/2024 21:00",1260,1649,596,1044,1019,2122,797,309,5209,660,1712,16377
"11/22/2024 22:00",1193,1567,567,988,965,2007,758,287,4957,649,1655,15593
"11/22/2024 23:00",1138,1491,530,935,908,1884,713,268,4693,641,1590,14791
"11/23/2024 00:00",1089,1456,501,901,864,1729,680,245,4421,637,1543,14066
"11/23/2024 01:00",1064,1428,492,880,842,1659,666,231,4266,635,1518,13681
"11/23/2024 02:00",1049,1413,476,866,826,1612,657,225,4146,635,1494,13399
"11/23/2024 03:00",1045,1414,467,858,824,1587,653,223,4073,634,1484,13262
"11/23/2024 04:00",1062,1430,466,865,832,1597,664,226,4054,639,1490,13325
"11/23/2024 05:00",1088,1472,480,889,857,1640,691,234,4125,647,1513,13636
"11/23/2024 06:00",1139,1541,498,929,895,1729,733,248,4266,653,1555,14186
"11/23/2024 07:00",1185,1610,518,979,920,1796,772,265,4450,666,1601,14762
"11/23/2024 08:00",1184,1633,541,1004,907,1819,783,275,4651,674,1630,15101
"11/23/2024 09:00",1168,1616,551,1019,871,1811,764,278,4814,671,1657,15220
"11/23/2024 10:00",1154,1604,554,1023,845,1797,748,276,4932,667,1680,15280
"11/23/2024 11:00",1138,1599,558,1020,831,1796,738,272,5006,667,1689,15314
"11/23/2024 12:00",1131,1594,557,1022,832,1800,725,273,5043,666,1685,15328
"11/23/2024 13:00",1142,1609,559,1023,848,1819,729,270,5042,663,1691,15395
"11/23/2024 14:00",1181,1626,565,1030,888,1883,743,278,5059,665,1697,15615
"11/23/2024 15:00",1259,1675,578,1053,966,1989,775,286,5107,669,1705,16062
"11/23/2024 16:00",1341,1748,606,1101,1060,2151,825,303,5231,684,1742,16792
"11/23/2024 17:00",1381,1796,634,1139,1115,2283,857,323,5347,691,1793,17359
"11/23/2024 18:00",1353,1758,630,1117,1100,2254,849,319,5304,686,1781,17151
"11/23/2024 19:00",1321,1710,620,1089,1079,2202,828,311,5229,683,1758,16830
"11/23/2024 20:00",1288,1680,604,1065,1051,2148,807,304,5113,677,1739,16476
"11/23/2024 21:00",1236,1621,586,1022,1013,2062,773,295,4969,665,1694,15936
"11/23/2024 22:00",1179,1552,567,974,968,1966,738,280,4799,656,1642,15321
"11/23/2024 23:00",1127,1484,542,924,919,1858,703,264,4603,649,1584,14657
"11/24/2024 00:00",1092,1474,512,893,873,1731,670,258,4409,646,1544,14102
"11/24/2024 01:00",1067,1442,499,870,846,1653,655,241,4234,644,1515,13666
"11/24/2024 02:00",1053,1432,483,857,830,1606,647,236,4117,644,1496,13401
"11/24/2024 03:00",1049,1435,472,849,825,1583,645,234,4042,643,1487,13264
"11/24/2024 04:00",1060,1447,470,854,831,1590,654,237,4019,647,1491,13300
"11/24/2024 05:00",1080,1477,479,870,849,1621,675,243,4070,653,1506,13523
"11/24/2024 06:00",1119,1531,491,900,878,1676,712,253,4171,660,1535,13926
"11/24/2024 07:00",1152,1590,503,940,898,1693,746,268,4296,671,1574,14331
"11/24/2024 08:00",1147,1607,519,954,884,1679,755,278,4470,680,1592,14565
"11/24/2024 09:00",1136,1582,527,958,853,1642,737,282,4622,681,1601,14621
"11/24/2024 10:00",1120,1558,531,960,829,1622,724,278,4745,678,1614,14659
"11/24/2024 11:00",1121,1556,533,969,815,1636,716,272,4843,676,1627,14764
"11/24/2024 12:00",1131,1577,537,985,824,1670,715,274,4912,674,1644,14943
"11/24/2024 13:00",1155,1600,545,997,858,1732,719,275,4950,674,1655,15160
"11/24/2024 14:00",1204,1630,560,1018,914,1836,740,285,5002,678,1669,15536
"11/24/2024 15:00",1288,1695,577,1052,996,1981,784,294,5080,687,1684,16118
"11/24/2024 16:00",1383,1786,610,1112,1094,2175,846,315,5219,701,1734,16975
"11/24/2024 17:00",1443,1864,647,1164,1163,2358,887,340,5389,711,1807,17773
"11/24/2024 18:00",1413,1831,648,1145,1146,2334,873,339,5380,708,1801,17618
"11/24/2024 19:00",1378,1781,637,1116,1119,2282,855,331,5322,703,1780,17304
"11/24/2024 20:00",1331,1738,622,1086,1082,2214,828,321,5224,695,1754,16895
"11/24/2024 21:00",1253,1655,594,1028,1023,2086,780,303,5055,681,1692,16150
"11/24/2024 22:00",1176,1570,559,972,961,1948,738,280,4830,670,1634,15338
"11/24/2024 23:00",1119,1503,523,924,906,1819,704,259,4581,664,1586,14588
