"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"09/19/2024 00:05:00","CAPITL",61757,31.54,0.98,0.00
"09/19/2024 00:05:00","CENTRL",61754,30.62,0.06,0.00
"09/19/2024 00:05:00","DUNWOD",61760,31.81,1.25,0.00
"09/19/2024 00:05:00","GENESE",61753,30.10,-0.46,0.00
"09/19/2024 00:05:00","H Q",61844,30.65,0.09,0.00
"09/19/2024 00:05:00","HUD VL",61758,31.48,0.92,0.00
"09/19/2024 00:05:00","LONGIL",61762,32.03,1.47,0.00
"09/19/2024 00:05:00","MHK VL",61756,31.63,1.07,0.00
"09/19/2024 00:05:00","MILLWD",61759,31.60,1.04,0.00
"09/19/2024 00:05:00","N.Y.C.",61761,32.00,1.44,0.00
"09/19/2024 00:05:00","NORTH",61755,31.23,0.67,0.00
"09/19/2024 00:05:00","NPX",61845,31.23,0.67,0.00
"09/19/2024 00:05:00","O H",61846,29.40,-1.16,0.00
"09/19/2024 00:05:00","PJM",61847,30.62,0.06,0.00
"09/19/2024 00:05:00","WEST",61752,30.28,-0.28,0.00
"09/19/2024 00:10:00","CAPITL",61757,29.55,0.94,0.00
"09/19/2024 00:10:00","CENTRL",61754,28.69,0.09,0.00
"09/19/2024 00:10:00","DUNWOD",61760,29.81,1.20,0.00
"09/19/2024 00:10:00","GENESE",61753,28.18,-0.43,0.00
"09/19/2024 00:10:00","H Q",61844,28.66,0.06,0.00
"09/19/2024 00:10:00","HUD VL",61758,29.49,0.89,0.00
"09/19/2024 00:10:00","LONGIL",61762,30.03,1.43,0.00
"09/19/2024 00:10:00","MHK VL",61756,29.61,1.00,0.00
"09/19/2024 00:10:00","MILLWD",61759,29.61,1.00,0.00
"09/19/2024 00:10:00","N.Y.C.",61761,29.98,1.37,0.00
"09/19/2024 00:10:00","NORTH",61755,29.15,0.54,0.00
"09/19/2024 00:10:00","NPX",61845,29.26,0.66,0.00
"09/19/2024 00:10:00","O H",61846,27.52,-1.09,0.00
"09/19/2024 00:10:00","PJM",61847,28.69,0.09,0.00
"09/19/2024 00:10:00","WEST",61752,28.35,-0.26,0.00
"09/19/2024 00:15:00","CAPITL",61757,29.55,0.92,0.00
"09/19/2024 00:15:00","CENTRL",61754,28.72,0.09,0.00
"09/19/2024 00:15:00","DUNWOD",61760,29.81,1.17,0.00
"09/19/2024 00:15:00","GENESE",61753,28.23,-0.40,0.00
"09/19/2024 00:15:00","H Q",61844,28.69,0.06,0.00
"09/19/2024 00:15:00","HUD VL",61758,29.49,0.86,0.00
"09/19/2024 00:15:00","LONGIL",61762,30.04,1.40,0.00
"09/19/2024 00:15:00","MHK VL",61756,29.64,1.00,0.00
"09/19/2024 00:15:00","MILLWD",61759,29.61,0.97,0.00
"09/19/2024 00:15:00","N.Y.C.",61761,30.01,1.37,0.00
"09/19/2024 00:15:00","NORTH",61755,29.18,0.54,0.00
"09/19/2024 00:15:00","NPX",61845,29.29,0.66,0.00
"09/19/2024 00:15:00","O H",61846,27.63,-1.00,0.00
"09/19/2024 00:15:00","PJM",61847,28.72,0.09,0.00
"09/19/2024 00:15:00","WEST",61752,28.44,-0.20,0.00
"09/19/2024 00:20:00","CAPITL",61757,29.58,0.92,0.00
"09/19/2024 00:20:00","CENTRL",61754,28.78,0.12,0.00
"09/19/2024 00:20:00","DUNWOD",61760,29.81,1.15,0.00
"09/19/2024 00:20:00","GENESE",61753,28.29,-0.37,0.00
"09/19/2024 00:20:00","H Q",61844,28.72,0.06,0.00
"09/19/2024 00:20:00","HUD VL",61758,29.49,0.83,0.00
"09/19/2024 00:20:00","LONGIL",61762,30.04,1.38,0.00
"09/19/2024 00:20:00","MHK VL",61756,29.66,1.00,0.00
"09/19/2024 00:20:00","MILLWD",61759,29.61,0.94,0.00
"09/19/2024 00:20:00","N.Y.C.",61761,29.98,1.32,0.00
"09/19/2024 00:20:00","NORTH",61755,29.23,0.57,0.00
"09/19/2024 00:20:00","NPX",61845,29.32,0.66,0.00
"09/19/2024 00:20:00","O H",61846,27.69,-0.97,0.00
"09/19/2024 00:20:00","PJM",61847,28.75,0.09,0.00
"09/19/2024 00:20:00","WEST",61752,28.52,-0.14,0.00
"09/19/2024 00:25:00","CAPITL",61757,27.24,0.84,0.00
"09/19/2024 00:25:00","CENTRL",61754,26.44,0.05,0.00
"09/19/2024 00:25:00","DUNWOD",61760,27.47,1.08,0.00
"09/19/2024 00:25:00","GENESE",61753,26.00,-0.40,0.00
"09/19/2024 00:25:00","H Q",61844,26.44,0.05,0.00
"09/19/2024 00:25:00","HUD VL",61758,27.18,0.79,0.00
"09/19/2024 00:25:00","LONGIL",61762,27.71,1.32,0.00
