"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"09/22/2024 00:05:00","CAPITL",61757,39.48,1.48,0.00
"09/22/2024 00:05:00","CENTRL",61754,38.34,0.34,0.00
"09/22/2024 00:05:00","DUNWOD",61760,39.94,1.94,0.00
"09/22/2024 00:05:00","GENESE",61753,38.30,0.30,0.00
"09/22/2024 00:05:00","H Q",61844,37.85,-0.15,0.00
"09/22/2024 00:05:00","HUD VL",61758,39.44,1.44,0.00
"09/22/2024 00:05:00","LONGIL",61762,40.20,2.20,0.00
"09/22/2024 00:05:00","MHK VL",61756,39.14,1.14,0.00
"09/22/2024 00:05:00","MILLWD",61759,39.63,1.63,0.00
"09/22/2024 00:05:00","N.Y.C.",61761,40.16,2.16,0.00
"09/22/2024 00:05:00","NORTH",61755,37.85,-0.15,0.00
"09/22/2024 00:05:00","NPX",61845,39.03,1.03,0.00
"09/22/2024 00:05:00","O H",61846,38.00,0.00,0.00
"09/22/2024 00:05:00","PJM",61847,38.83,0.83,0.00
"09/22/2024 00:05:00","WEST",61752,38.87,0.87,0.00
"09/22/2024 00:10:00","CAPITL",61757,38.76,1.42,0.00
"09/22/2024 00:10:00","CENTRL",61754,37.72,0.37,0.00
"09/22/2024 00:10:00","DUNWOD",61760,39.17,1.83,0.00
"09/22/2024 00:10:00","GENESE",61753,37.68,0.34,0.00
"09/22/2024 00:10:00","H Q",61844,37.19,-0.15,0.00
"09/22/2024 00:10:00","HUD VL",61758,38.72,1.38,0.00
"09/22/2024 00:10:00","LONGIL",61762,39.36,2.02,0.00
"09/22/2024 00:10:00","MHK VL",61756,38.43,1.08,0.00
"09/22/2024 00:10:00","MILLWD",61759,38.91,1.57,0.00
"09/22/2024 00:10:00","N.Y.C.",61761,39.39,2.05,0.00
"09/22/2024 00:10:00","NORTH",61755,37.16,-0.19,0.00
"09/22/2024 00:10:00","NPX",61845,38.28,0.93,0.00
"09/22/2024 00:10:00","O H",61846,37.38,0.04,0.00
"09/22/2024 00:10:00","PJM",61847,38.20,0.86,0.00
"09/22/2024 00:10:00","WEST",61752,38.24,0.89,0.00
"09/22/2024 00:15:00","CAPITL",61757,38.61,1.38,0.00
