"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"08/13/2024 00:05:00","CAPITL",61757,22.20,0.71,0.00
"08/13/2024 00:05:00","CENTRL",61754,21.26,-0.24,0.00
"08/13/2024 00:05:00","DUNWOD",61760,22.57,1.07,0.00
"08/13/2024 00:05:00","GENESE",61753,20.87,-0.62,0.00
"08/13/2024 00:05:00","H Q",61844,20.54,0.02,0.98
"08/13/2024 00:05:00","HUD VL",61758,22.37,0.88,0.00
"08/13/2024 00:05:00","LONGIL",61762,22.50,1.01,0.00
"08/13/2024 00:05:00","MHK VL",61756,21.88,0.39,0.00
"08/13/2024 00:05:00","MILLWD",61759,22.46,0.97,0.00
"08/13/2024 00:05:00","N.Y.C.",61761,22.70,1.20,0.00
"08/13/2024 00:05:00","NORTH",61755,21.77,0.28,0.00
"08/13/2024 00:05:00","NPX",61845,21.16,0.64,0.98
"08/13/2024 00:05:00","O H",61846,18.19,-1.33,1.97
"08/13/2024 00:05:00","PJM",61847,20.41,-0.11,0.98
"08/13/2024 00:05:00","WEST",61752,20.59,-0.90,0.00
"08/13/2024 00:10:00","CAPITL",61757,22.16,0.69,0.00
"08/13/2024 00:10:00","CENTRL",61754,21.30,-0.17,0.00
"08/13/2024 00:10:00","DUNWOD",61760,22.50,1.03,0.00
"08/13/2024 00:10:00","GENESE",61753,20.91,-0.56,0.00
"08/13/2024 00:10:00","H Q",61844,20.51,0.02,0.98
"08/13/2024 00:10:00","HUD VL",61758,22.33,0.86,0.00
"08/13/2024 00:10:00","LONGIL",61762,22.48,1.01,0.00
"08/13/2024 00:10:00","MHK VL",61756,21.86,0.39,0.00
"08/13/2024 00:10:00","MILLWD",61759,22.39,0.92,0.00
"08/13/2024 00:10:00","N.Y.C.",61761,22.65,1.18,0.00
"08/13/2024 00:10:00","NORTH",61755,21.75,0.28,0.00
"08/13/2024 00:10:00","NPX",61845,21.12,0.62,0.98
"08/13/2024 00:10:00","O H",61846,18.28,-1.22,1.97
"08/13/2024 00:10:00","PJM",61847,20.45,-0.04,0.98
"08/13/2024 00:10:00","WEST",61752,20.70,-0.77,0.00
"08/13/2024 00:15:00","CAPITL",61757,22.17,0.63,0.00
"08/13/2024 00:15:00","CENTRL",61754,21.44,-0.11,0.00
"08/13/2024 00:15:00","DUNWOD",61760,22.47,0.93,0.00
"08/13/2024 00:15:00","GENESE",61753,21.05,-0.49,0.00
"08/13/2024 00:15:00","H Q",61844,20.59,0.02,0.98
"08/13/2024 00:15:00","HUD VL",61758,22.30,0.75,0.00
"08/13/2024 00:15:00","LONGIL",61762,22.47,0.93,0.00
"08/13/2024 00:15:00","MHK VL",61756,21.94,0.39,0.00
"08/13/2024 00:15:00","MILLWD",61759,22.39,0.84,0.00
"08/13/2024 00:15:00","N.Y.C.",61761,22.60,1.06,0.00
"08/13/2024 00:15:00","NORTH",61755,21.81,0.26,0.00
"08/13/2024 00:15:00","NPX",61845,21.11,0.54,0.98
"08/13/2024 00:15:00","O H",61846,18.43,-1.14,1.97
"08/13/2024 00:15:00","PJM",61847,20.53,-0.04,0.98
"08/13/2024 00:15:00","WEST",61752,20.86,-0.69,0.00
"08/13/2024 00:20:00","CAPITL",61757,22.15,0.60,0.00
"08/13/2024 00:20:00","CENTRL",61754,21.48,-0.06,0.00
"08/13/2024 00:20:00","DUNWOD",61760,22.49,0.95,0.00
"08/13/2024 00:20:00","GENESE",61753,21.09,-0.45,0.00
"08/13/2024 00:20:00","H Q",61844,21.55,0.00,0.00
"08/13/2024 00:20:00","HUD VL",61758,22.30,0.75,0.00
"08/13/2024 00:20:00","LONGIL",61762,22.52,0.97,0.00
"08/13/2024 00:20:00","MHK VL",61756,21.94,0.39,0.00
"08/13/2024 00:20:00","MILLWD",61759,22.39,0.84,0.00
"08/13/2024 00:20:00","N.Y.C.",61761,22.62,1.08,0.00
"08/13/2024 00:20:00","NORTH",61755,21.78,0.24,0.00
"08/13/2024 00:20:00","NPX",61845,22.06,0.52,0.00
"08/13/2024 00:20:00","O H",61846,20.45,-1.10,0.00
"08/13/2024 00:20:00","PJM",61847,21.55,0.00,0.00
"08/13/2024 00:20:00","WEST",61752,20.92,-0.63,0.00
"08/13/2024 00:25:00","CAPITL",61757,22.22,0.60,0.00
"08/13/2024 00:25:00","CENTRL",61754,21.55,-0.06,0.00
"08/13/2024 00:25:00","DUNWOD",61760,22.57,0.95,0.00
"08/13/2024 00:25:00","GENESE",61753,21.14,-0.48,0.00
"08/13/2024 00:25:00","H Q",61844,21.64,0.02,0.00
"08/13/2024 00:25:00","HUD VL",61758,22.39,0.78,0.00
"08/13/2024 00:25:00","LONGIL",61762,22.63,1.02,0.00
"08/13/2024 00:25:00","MHK VL",61756,22.03,0.41,0.00
"08/13/2024 00:25:00","MILLWD",61759,22.46,0.84,0.00
"08/13/2024 00:25:00","N.Y.C.",61761,22.70,1.08,0.00
"08/13/2024 00:25:00","NORTH",61755,21.86,0.24,0.00
"08/13/2024 00:25:00","NPX",61845,22.14,0.52,0.00
"08/13/2024 00:25:00","O H",61846,20.47,-1.15,0.00
"08/13/2024 00:25:00","PJM",61847,21.62,0.00,0.00
"08/13/2024 00:25:00","WEST",61752,20.97,-0.65,0.00
"08/13/2024 00:30:00","CAPITL",61757,22.14,0.62,0.00
"08/13/2024 00:30:00","CENTRL",61754,21.43,-0.09,0.00
"08/13/2024 00:30:00","DUNWOD",61760,22.44,0.92,0.00
"08/13/2024 00:30:00","GENESE",61753,21.02,-0.49,0.00
"08/13/2024 00:30:00","H Q",61844,21.53,0.02,0.00
"08/13/2024 00:30:00","HUD VL",61758,22.26,0.75,0.00
"08/13/2024 00:30:00","LONGIL",61762,22.56,1.05,0.00
"08/13/2024 00:30:00","MHK VL",61756,21.90,0.39,0.00
"08/13/2024 00:30:00","MILLWD",61759,22.35,0.84,0.00
"08/13/2024 00:30:00","N.Y.C.",61761,22.56,1.05,0.00
"08/13/2024 00:30:00","NORTH",61755,21.75,0.24,0.00
"08/13/2024 00:30:00","NPX",61845,22.05,0.54,0.00
"08/13/2024 00:30:00","O H",61846,20.35,-1.16,0.00
"08/13/2024 00:30:00","PJM",61847,21.47,-0.04,0.00
"08/13/2024 00:30:00","WEST",61752,20.82,-0.69,0.00
"08/13/2024 00:35:00","CAPITL",61757,22.14,0.64,0.00
"08/13/2024 00:35:00","CENTRL",61754,21.34,-0.15,0.00
"08/13/2024 00:35:00","DUNWOD",61760,22.46,0.97,0.00
"08/13/2024 00:35:00","GENESE",61753,20.91,-0.58,0.00
"08/13/2024 00:35:00","H Q",61844,21.49,0.00,0.00
"08/13/2024 00:35:00","HUD VL",61758,22.29,0.80,0.00
"08/13/2024 00:35:00","LONGIL",61762,22.57,1.07,0.00
"08/13/2024 00:35:00","MHK VL",61756,21.88,0.39,0.00
"08/13/2024 00:35:00","MILLWD",61759,22.37,0.88,0.00
"08/13/2024 00:35:00","N.Y.C.",61761,22.61,1.12,0.00
"08/13/2024 00:35:00","NORTH",61755,21.71,0.21,0.00
"08/13/2024 00:35:00","NPX",61845,22.05,0.56,0.00
"08/13/2024 00:35:00","O H",61846,20.20,-1.29,0.00
"08/13/2024 00:35:00","PJM",61847,21.41,-0.09,0.00
"08/13/2024 00:35:00","WEST",61752,20.67,-0.82,0.00
"08/13/2024 00:40:00","CAPITL",61757,21.74,0.63,0.00
"08/13/2024 00:40:00","CENTRL",61754,20.98,-0.13,0.00
"08/13/2024 00:40:00","DUNWOD",61760,22.03,0.93,0.00
"08/13/2024 00:40:00","GENESE",61753,20.56,-0.55,0.00
"08/13/2024 00:40:00","H Q",61844,21.10,0.00,0.00
"08/13/2024 00:40:00","HUD VL",61758,21.86,0.76,0.00
"08/13/2024 00:40:00","LONGIL",61762,22.12,1.01,0.00
"08/13/2024 00:40:00","MHK VL",61756,21.48,0.38,0.00
